lat,lon,pop,dist
40.6042,-73.7458,7137,19.54201777740721
40.6042,-73.7375,920,20.132164908928228
40.6042,-73.7292,252,20.72967668663119
40.6042,-73.7208,171,21.340689786276403
40.6042,-73.6708,177,25.084410053467128
40.6042,-73.6625,1375,25.720110930362075
40.6042,-73.6542,1957,26.359084204324006
40.6042,-73.6458,1240,27.008786166204867
40.6042,-73.6375,3,27.653660372151045
40.6042,-73.5875,1,31.587647462569596
40.6125,-74.2958,2617,31.551437070381112
40.6125,-74.2875,1279,30.8860975398865
40.6125,-74.2792,3093,30.222333991361094
40.6125,-74.2708,1228,29.552352324809956
40.6125,-74.2625,416,28.892090920448844
40.6125,-74.2542,370,28.23435912493261
40.6125,-74.2458,118,27.56965392937676
40.6125,-74.2375,104,26.916223046642365
40.6125,-74.2292,722,26.2645715207349
40.6125,-74.2208,18,25.60774392875845
40.6125,-74.2125,7,24.961453209585244
40.6125,-74.2042,1,24.31814871850959
40.6125,-74.1875,9,23.033913973106408
40.6125,-74.1792,63,22.401182176801118
40.6125,-74.1708,960,21.76509806689826
40.6125,-74.1625,3943,21.141055089799888
40.6125,-74.1542,2438,20.521928318500812
40.6125,-74.1458,2319,19.90087751500941
40.6125,-74.1375,2417,19.293086982394033
40.6125,-74.1292,2788,18.692315104724614
40.6125,-74.1208,3306,18.09050412646778
40.6125,-74.1125,1429,17.504768320658133
40.6125,-74.1042,2975,16.927151957531112
40.6125,-74.0958,2861,16.3523899529289
40.6125,-74.0875,3853,15.795099456410714
40.6125,-74.0792,5710,15.24959977767309
40.6125,-74.0708,4074,14.710925719360274
40.6125,-74.0625,2362,14.193287611939795
40.6125,-74.0542,2,13.69189936623718
40.6125,-74.0375,3449,12.740080732197107
40.6125,-74.0292,3634,12.299671609318384
40.6125,-74.0208,823,11.879422725475049
40.6125,-74.0125,5361,11.491992928829394
40.6125,-74.0042,10388,11.135470689371848
40.6125,-73.9958,11564,10.808300549769292
40.6125,-73.9875,11747,10.522514263201282
40.6125,-73.9792,12371,10.276274198592585
40.6125,-73.9708,9406,10.070619922541479
40.6125,-73.9625,10853,9.91306430647142
40.6125,-73.9542,11136,9.803107695321238
40.6125,-73.9458,8202,9.741938061696006
40.6125,-73.9375,6620,9.731926182529852
40.6125,-73.9292,5472,9.772207299146698
40.6125,-73.9208,5106,9.863535613809644
40.6125,-73.9125,3201,10.002396540240015
40.6125,-73.9042,1734,10.187598172133878
40.6125,-73.8958,191,10.419660179478536
40.6125,-73.8208,278,13.991867202168011
40.6125,-73.8125,34,14.503252411241016
40.6125,-73.7792,1,16.693272366091403
40.6125,-73.7708,634,17.27399471872543
40.6125,-73.7625,934,17.856931743373362
40.6125,-73.7542,3573,18.447481428213717
40.6125,-73.7458,2160,19.05371756484841
40.6125,-73.7375,2422,19.658454881019086
40.6125,-73.7292,1214,20.269860521806905
40.6125,-73.7208,645,20.89424791422303
40.6125,-73.7125,151,21.516387725712075
40.6125,-73.7042,8,22.143190840746147
40.6125,-73.6542,406,25.998386983185164
40.6125,-73.6458,878,26.65680075736308
40.6125,-73.6375,82,27.309907497098706
40.6125,-73.6292,363,27.964690844982968
40.6208,-74.3042,1077,31.957840369697163
40.6208,-74.2958,1504,31.277342083022596
40.6208,-74.2875,240,30.60612899273331
40.6208,-74.2792,1783,29.93624266271145
40.6208,-74.2708,2061,29.259795952053402
40.6208,-74.2625,709,28.592863548607458
40.6208,-74.2542,753,27.928169187252916
40.6208,-74.2458,1193,27.256082399903626
40.6208,-74.2375,1538,26.595031469235145
40.6208,-74.2292,131,25.935393980633076
40.6208,-74.2208,9,25.27009553330937
40.6208,-74.2042,28,23.962502786537996
40.6208,-74.1792,347,22.01484223664555
40.6208,-74.1708,1423,21.367341948223363
40.6208,-74.1625,4606,20.731409667702685
40.6208,-74.1542,2398,20.09974837945903
40.6208,-74.1458,3305,19.46531247128348
40.6208,-74.1375,2336,18.84355673228918
40.6208,-74.1292,2869,18.22805271546935
40.6208,-74.1208,1494,17.610461468329458
40.6208,-74.1125,800,17.00827796442416
40.6208,-74.1042,1560,16.41327362458302
40.6208,-74.0958,1145,15.819927705913447
40.6208,-74.0875,1953,15.243255864315044
40.6208,-74.0792,6184,14.677332218167171
40.6208,-74.0708,1807,14.116909344194246
40.6208,-74.0625,70,13.576710464464634
40.6208,-74.0375,8182,12.049571623098524
40.6208,-74.0292,11599,11.58299666694493
40.6208,-74.0208,6636,11.135790834292166
40.6208,-74.0125,6451,10.721575457658425
40.6208,-74.0042,10146,10.338568040435176
40.6208,-73.9958,10163,9.985366036543978
40.6208,-73.9875,10491,9.675341768209432
40.6208,-73.9792,8178,9.406985699812129
40.6208,-73.9708,4834,9.1819101684482
40.6208,-73.9625,14714,9.008846987956234
40.6208,-73.9542,8293,8.887725810491638
40.6208,-73.9458,7575,8.820218558849483
40.6208,-73.9375,7798,8.809160554332493
40.6208,-73.9292,6094,8.853635428592932
40.6208,-73.9208,5954,8.954325027022577
40.6208,-73.9125,5811,9.107040985061639
40.6208,-73.9042,2795,9.310045684109053
40.6208,-73.8958,87,9.563394686252574
40.6208,-73.7542,651,17.976928637413767
40.6208,-73.7458,2162,18.598433243095602
40.6208,-73.7375,2718,19.217427096355397
40.6208,-73.7292,3608,19.842350333797366
40.6208,-73.7208,2787,20.47969780196715
40.6208,-73.7125,257,21.113978472913395
40.6208,-73.7042,265,21.75230206129835
40.6208,-73.6958,66,22.402015116453782
40.6208,-73.6625,95,25.009315402104626
40.6208,-73.6542,451,25.665829400704315
40.6208,-73.6458,874,26.332477856208254
40.6208,-73.6375,585,26.99335157952866
40.6208,-73.6292,1547,27.655549478053643
40.6208,-73.6208,190,28.328717303934184
40.6208,-73.6125,4,28.994404528468895
40.6208,-73.6042,56,29.66226403932985
40.6208,-73.5958,332,30.33958686053874
40.6208,-73.5792,2,31.682254248931287
40.6292,-74.3042,2021,31.71128899304964
40.6292,-74.2958,758,31.025470676788892
40.6292,-74.2875,674,30.348773636507158
40.6292,-74.2792,1583,29.673163921207603
40.6292,-74.2708,2405,28.990666254880423
40.6292,-74.2625,1945,28.317481728842587
40.6292,-74.2542,3734,27.646252672408682
40.6292,-74.2458,1976,26.96722727944461
40.6292,-74.2375,648,26.299001831998247
40.6292,-74.2292,34,25.631832150451046
40.6292,-74.2208,40,24.958529066767184
40.6292,-74.2125,25,24.29514241293538
40.6292,-74.2042,10,23.633875789598402
40.6292,-74.1875,8,22.310628199643062
40.6292,-74.1792,352,21.656940945969453
40.6292,-74.1708,283,20.998491583192628
40.6292,-74.1625,4065,20.35111943412726
40.6292,-74.1542,4829,19.707355112462935
40.6292,-74.1458,4112,19.059945136689134
40.6292,-74.1375,3359,18.424596231939194
40.6292,-74.1292,4743,17.79468720763476
40.6292,-74.1208,4149,17.161588652888476
40.6292,-74.1125,3422,16.543153095012016
40.6292,-74.1042,3087,15.93086464154457
40.6292,-74.0958,1052,15.318923468112812
40.6292,-74.0875,3315,14.72271737377909
40.6292,-74.0792,3483,14.136045031733143
40.6292,-74.0708,286,13.553333462213441
40.6292,-74.0375,5776,11.38440605757706
40.6292,-74.0292,10021,10.889431764934049
40.6292,-74.0208,9437,10.412541872933499
40.6292,-74.0125,9775,9.968375505033823
40.6292,-74.0042,10804,9.555277806844057
40.6292,-73.9958,14563,9.172010845001447
40.6292,-73.9875,13219,8.833530060401836
40.6292,-73.9792,12382,8.53879612614673
40.6292,-73.9708,12089,8.29021472078841
40.6292,-73.9625,8829,8.098142128326884
40.6292,-73.9542,14893,7.963198146214157
40.6292,-73.9458,11969,7.887791862605626
40.6292,-73.9375,7267,7.875426290048378
40.6292,-73.9292,5526,7.925136656474033
40.6292,-73.9208,6388,8.037452444532939
40.6292,-73.9125,4120,8.207225691693939
40.6292,-73.9042,5926,8.431894109130102
40.6292,-73.8958,3273,8.710786641243613
40.6292,-73.8875,2707,9.032637955605937
40.6292,-73.8792,1,9.395374698839356
40.6292,-73.7542,112,17.537391317869943
40.6292,-73.7458,677,18.17385456879377
40.6292,-73.7375,1328,18.806749578833713
40.6292,-73.7292,1982,19.44479675893251
40.6292,-73.7208,1725,20.09467697409833
40.6292,-73.7125,2544,20.74065543990277
40.6292,-73.7042,1756,21.390042150307856
40.6292,-73.6958,371,22.050349881657787
40.6292,-73.6875,217,22.705715088439852
40.6292,-73.6792,106,23.36367767288639
40.6292,-73.6708,713,24.031928008762723
40.6292,-73.6625,442,24.694492333297152
40.6292,-73.6542,1481,25.35907544657534
40.6292,-73.6458,1697,26.03349644299673
40.6292,-73.6375,2157,26.701688003303612
40.6292,-73.6292,1021,27.370859984155434
40.6292,-73.6208,620,28.05077612989854
40.6292,-73.6125,1469,28.722822110220648
40.6292,-73.6042,1584,29.396768442158216
40.6292,-73.5958,939,30.079985109228996
40.6292,-73.5875,385,30.756258457433066
40.6292,-73.5792,841,31.43357646765032
40.6292,-73.5708,3,32.11998334199246
40.6375,-74.3125,752,32.17617646819507
40.6375,-74.3042,873,31.492975879335113
40.6375,-74.2958,1192,30.802384030279992
40.6375,-74.2875,1561,30.120761240882572
40.6375,-74.2792,1886,29.44000504317867
40.6375,-74.2708,1510,28.752059912493298
40.6375,-74.2625,2998,28.07323972732353
40.6375,-74.2542,3289,27.39611242528257
40.6375,-74.2458,1814,26.71081519551276
40.6375,-74.2375,315,26.03609466483582
40.6375,-74.2292,60,25.36209487400081
40.6375,-74.2208,296,24.681520344518496
40.6375,-74.2125,250,24.01056604590832
40.6375,-74.2042,301,23.34132308909761
40.6375,-74.1958,184,22.665980735770617
40.6375,-74.1792,197,21.337560906946063
40.6375,-74.1708,2603,20.669024074123765
40.6375,-74.1625,2273,20.01107940091824
40.6375,-74.1542,1337,19.35609178912164
40.6375,-74.1458,2806,18.696605945507997
40.6375,-74.1375,3746,18.048553224811716
40.6375,-74.1292,3165,17.405121587329933
40.6375,-74.1208,3202,16.75739365487193
40.6375,-74.1125,3957,16.123542530195184
40.6375,-74.1042,3310,15.494761388957984
40.6375,-74.0958,3502,14.864958014886417
40.6375,-74.0875,3967,14.249848946686557
40.6375,-74.0792,5524,13.642934541831991
40.6375,-74.0708,212,13.038280116610412
40.6375,-74.0375,3293,10.76639812633708
40.6375,-74.0292,9255,10.241666008630096
40.6375,-74.0208,11646,9.733154172633428
40.6375,-74.0125,14047,9.25650571032445
40.6375,-74.0042,17350,8.810148964484492
40.6375,-73.9958,18998,8.392977207415278
40.6375,-73.9875,20544,8.021738886333889
