lat,lon,pop,dist
40.6375,-73.9792,13994,7.69601958865108
40.6375,-73.9708,14843,7.419289630979791
40.6375,-73.9625,11989,7.204061071642654
40.6375,-73.9542,12244,7.052048231332035
40.6375,-73.9458,12861,6.966797589974756
40.6375,-73.9375,6099,6.952795961914153
40.6375,-73.9292,5116,7.00904599663704
40.6375,-73.9208,7376,7.135779815283913
40.6375,-73.9125,8601,7.326453599660955
40.6375,-73.9042,7614,7.577251621045617
40.6375,-73.8958,7742,7.886387840855039
40.6375,-73.8875,5942,8.240457964270506
40.6375,-73.8792,497,8.6364826993802
40.6375,-73.8708,1,9.075436437235846
40.6375,-73.7958,1,14.007470056787358
40.6375,-73.7875,152,14.619446152121512
40.6375,-73.7792,23,15.239010590670189
40.6375,-73.7458,587,17.792545022809563
40.6375,-73.7375,244,18.43845403987526
40.6375,-73.7292,1104,19.08873603156323
40.6375,-73.7208,1412,19.750254914964913
40.6375,-73.7125,1634,20.407058433609325
40.6375,-73.7042,3200,21.06665009910323
40.6375,-73.6958,1366,21.736701813170388
40.6375,-73.6875,531,22.401163486827457
40.6375,-73.6792,771,23.0677327112434
40.6375,-73.6708,1514,23.744230516638943
40.6375,-73.6625,1929,24.41452140516367
40.6375,-73.6542,1381,25.086440047152347
40.6375,-73.6458,1668,25.76791402370539
40.6375,-73.6375,2069,26.44273465255455
40.6375,-73.6292,2389,27.118214354984065
40.6375,-73.6208,1309,27.804225012666684
40.6375,-73.6125,1759,28.482005754707348
40.6375,-73.6042,1830,29.16143455337625
40.6375,-73.5958,1385,29.84995344623416
40.6375,-73.5875,1640,30.531238659738097
40.6375,-73.5792,1122,31.213355965451463
40.6375,-73.5708,662,31.904416082170787
40.6458,-74.3125,1454,31.98759858809529
40.6458,-74.3042,1123,31.300368563907142
40.6458,-74.2958,1372,30.605518393968193
40.6458,-74.2875,1798,29.919497284978355
40.6458,-74.2792,1593,29.234141015106545
40.6458,-74.2708,1270,28.541321504060836
40.6458,-74.2625,1736,27.857452707288424
40.6458,-74.2542,2301,27.17503506803979
40.6458,-74.2458,2603,26.484104967849582
40.6458,-74.2375,2004,25.803542783779577
40.6458,-74.2292,1353,25.123390707588396
40.6458,-74.2208,2813,24.436255596342306
40.6458,-74.2125,3523,23.758461377385448
40.6458,-74.2042,216,23.081995383687968
40.6458,-74.1958,2608,22.39892174163861
40.6458,-74.1875,2807,21.725507584328447
40.6458,-74.1792,23,21.053830759451778
40.6458,-74.1458,3,18.37249331163865
40.6458,-74.1375,1587,17.712669826486593
40.6458,-74.1292,2755,17.056655419925814
40.6458,-74.1208,251,16.39525027077912
40.6458,-74.1125,593,15.746910989278282
40.6458,-74.1042,173,15.102539046191769
40.6458,-74.0958,1339,14.455739708255507
40.6458,-74.0875,3360,13.822512671314216
40.6458,-74.0792,5526,13.196038433148212
40.6458,-74.0708,16,12.56998499226198
40.6458,-74.0292,1725,9.638858640283745
40.6458,-74.0208,10162,9.096781132460297
40.6458,-74.0125,17090,8.584938017245806
40.6458,-74.0042,15343,8.10172763867828
40.6458,-73.9958,11593,7.646059450721051
40.6458,-73.9875,5332,7.236657483457661
40.6458,-73.9792,9598,6.873883265377374
40.6458,-73.9708,10114,6.562616292598382
40.6458,-73.9625,17145,6.318303682341118
40.6458,-73.9542,11973,6.144438081878425
40.6458,-73.9458,10976,6.046416494344574
40.6458,-73.9375,3632,6.030280232888771
40.6458,-73.9292,7053,6.095041926169211
40.6458,-73.9208,5686,6.240347817264635
40.6458,-73.9125,4550,6.457489187363165
40.6458,-73.9042,5459,6.740661793633347
40.6458,-73.8958,9336,7.086345870426722
40.6458,-73.8875,4792,7.478343517681352
40.6458,-73.8792,5351,7.9125518184155
40.6458,-73.8708,7,8.389411317163285
40.6458,-73.8458,279,9.9714336608701
40.6458,-73.8375,190,10.537651883894586
40.6458,-73.8292,11,11.11912108280476
40.6458,-73.8125,55,12.326416509115191
40.6458,-73.8042,1110,12.941614511644087
40.6458,-73.7958,102,13.572535906424237
40.6458,-73.7875,621,14.203187670629754
40.6458,-73.7792,446,14.8400632317466
40.6458,-73.7708,6,15.490099700019908
40.6458,-73.7625,26,16.137288847048016
40.6458,-73.7542,27,16.788119515992243
40.6458,-73.7375,542,18.109754734256917
40.6458,-73.7292,1518,18.77134616143027
40.6458,-73.7208,1762,19.443584199401684
40.6458,-73.7125,1262,20.11032446673041
40.6458,-73.7042,1591,20.779255512519494
40.6458,-73.6958,2115,21.45820009165383
40.6458,-73.6875,1630,22.130942652133676
40.6458,-73.6792,1730,22.80532874718187
40.6458,-73.6708,1992,23.489301185562976
40.6458,-73.6625,2501,24.166580792041884
40.6458,-73.6542,1731,24.845122427188656
40.6458,-73.6458,1793,25.532953534204896
40.6458,-73.6375,2523,26.21373983324779
40.6458,-73.6292,1569,26.894887791329275
40.6458,-73.6208,1731,27.58636766663855
40.6458,-73.6125,1341,28.2692882566916
40.6458,-73.6042,1397,28.953624987522947
40.6458,-73.5958,1532,29.64688518359301
40.6458,-73.5875,2401,30.332647380246367
40.6458,-73.5792,1654,31.019047605195162
40.6458,-73.5708,864,31.714256466361306
40.6542,-74.3125,1265,31.822893339704358
40.6542,-74.3042,2744,31.13211566495521
40.6542,-74.2958,1520,30.43351320429848
40.6542,-74.2875,1413,29.743613024334078
40.6542,-74.2792,2017,29.054195972183564
40.6542,-74.2708,1379,28.35706924215456
40.6542,-74.2625,2836,27.668734531928852
40.6542,-74.2542,1800,26.98163188047526
40.6542,-74.2458,1101,26.28570737466605
40.6542,-74.2375,1399,25.599958927753253
40.6542,-74.2292,3149,24.91433721753151
40.6542,-74.2208,5032,24.22136069321464
40.6542,-74.2125,4904,23.537466439900687
40.6542,-74.2042,6083,22.854547468909583
40.6542,-74.1958,6089,22.164553595115667
40.6542,-74.1875,4466,21.483881448672168
40.6542,-74.1792,2929,20.804492062138586
40.6542,-74.1708,487,20.118423639722558
40.6542,-74.1458,3,18.08659508804658
40.6542,-74.1375,1901,17.416029449228084
40.6542,-74.1292,5839,16.748485767784334
40.6542,-74.1208,2816,16.07449217633705
40.6542,-74.1125,104,15.412751114741328
40.6542,-74.1042,137,14.75387677359394
40.6542,-74.0958,435,14.091167871702408
40.6542,-74.0875,127,13.440859820262327
40.6542,-74.0208,211,8.506463481727513
40.6542,-74.0125,4486,7.956808047897493
40.6542,-74.0042,10010,7.432942859195158
40.6542,-73.9958,810,6.933525617090171
40.6542,-73.9875,987,6.479315633569626
40.6542,-73.9792,5174,6.071510128354878
40.6542,-73.9708,1953,5.716766858676235
40.6542,-73.9625,14028,5.434597352774201
40.6542,-73.9542,18718,5.231470074618284
40.6542,-73.9458,10100,5.116000652635331
40.6542,-73.9375,9054,5.096922059710529
40.6542,-73.9292,10985,5.173371435579561
40.6542,-73.9208,9779,5.343776858879481
40.6542,-73.9125,10141,5.595786777824092
40.6542,-73.9042,4266,5.920279883266454
40.6542,-73.8958,4711,6.3110132640407715
40.6542,-73.8875,6805,6.748147413244157
40.6542,-73.8792,4564,7.226306564350494
40.6542,-73.8708,1470,7.745467945744493
40.6542,-73.8625,131,8.285179239331224
40.6542,-73.8542,485,8.847803726331822
40.6542,-73.8458,2515,9.435882748324742
40.6542,-73.8375,2463,10.032299787061826
40.6542,-73.8292,1160,10.641343893077162
40.6542,-73.8208,1360,11.26842694668373
40.6542,-73.8125,1343,11.897072163166584
40.6542,-73.8042,429,12.533284124394026
40.6542,-73.7958,200,13.183681177021947
40.6542,-73.7875,343,13.83199381234168
40.6542,-73.7792,223,14.485118588428438
40.6542,-73.7708,1478,15.150309898488755
40.6542,-73.7625,753,15.81133186371188
40.6542,-73.7542,1855,16.474962296049817
40.6542,-73.7458,2327,17.15064906334325
40.6542,-73.7375,4384,17.819675498226594
40.6542,-73.7292,3877,18.491565176948946
40.6542,-73.7208,1626,19.173530656202953
40.6542,-73.7125,2523,19.8492604602809
40.6542,-73.7042,2279,20.526617019526498
40.6542,-73.6958,2137,21.2135637494045
40.6542,-73.6875,2328,21.89374034058116
40.6542,-73.6792,1892,22.575128946027725
40.6542,-73.6708,4061,23.265784123100897
40.6542,-73.6625,1921,23.94930069544181
40.6542,-73.6542,1105,24.63374306845523
40.6542,-73.6458,3637,25.327229263652388
40.6542,-73.6375,2318,26.013314788342655
40.6542,-73.6292,3870,26.69949109231289
40.6542,-73.6208,1374,27.39581670222883
40.6542,-73.6125,2340,28.08328590596389
40.6542,-73.6042,2507,28.77196131433448
40.6542,-73.5958,2470,29.469408608051125
40.6542,-73.5875,5375,30.15912068719076
40.6542,-73.5792,2925,30.849296189266692
40.6542,-73.5708,1565,31.548158944106866
40.6625,-74.3125,1649,31.686406358771983
40.6625,-74.3042,1301,30.992674023321413
40.6625,-74.2958,1274,30.29094408820288
40.6625,-74.2875,1034,29.597808165011994
40.6625,-74.2792,2180,28.90500092973194
40.6625,-74.2708,2375,28.204275031122762
40.6625,-74.2625,2826,27.512204965425795
40.6625,-74.2542,2978,26.821179722104315
40.6625,-74.2458,1835,26.121069014596653
40.6625,-74.2375,3913,25.43096847576444
40.6625,-74.2292,4924,24.740751159580654
40.6625,-74.2208,6095,24.042860033729934
40.6625,-74.2125,9884,23.35382611792802
40.6625,-74.2042,4223,22.665461592210416
40.6625,-74.1958,2177,21.969617872935654
40.6625,-74.1875,967,21.282798957916665
40.6625,-74.1792,105,20.596864649793993
40.6625,-74.1708,2543,19.903728440714637
40.6625,-74.1625,7,19.219864112304233
40.6625,-74.1458,485,17.84774536637334
40.6625,-74.1375,17,17.167939193202997
40.6625,-74.1292,3947,16.490441685307573
40.6625,-74.1208,6874,15.805535177180426
40.6625,-74.1125,2803,15.13212253712387
40.6625,-74.1042,294,14.460552824661146
40.6625,-74.0958,39,13.783834667290133
40.6625,-74.0875,1,13.11838504379799
40.6625,-74.0792,30,12.456718533031433
40.6625,-74.0708,4,11.791648168712275
40.6625,-74.0625,1,11.139670122489482
40.6625,-74.0125,11,7.400047675884327
40.6625,-74.0042,3591,6.83370717697473
40.6625,-73.9958,7254,6.286937590103033
40.6625,-73.9875,11850,5.782222387189289
40.6625,-73.9792,8476,5.321319067171724
40.6625,-73.9708,33,4.912753291144301
40.6625,-73.9625,7185,4.581371127984227
40.6625,-73.9542,12095,4.338509154908266
40.6625,-73.9458,14925,4.198570454078453
40.6625,-73.9375,13566,4.175304767903454
40.6625,-73.9292,12393,4.26828182671962
40.6625,-73.9208,13041,4.473274629629599
40.6625,-73.9125,10220,4.771448575449618
40.6625,-73.9042,10503,5.148120129705878
40.6625,-73.8958,10226,5.5930064244142415
40.6625,-73.8875,9110,6.081908894894998
40.6625,-73.8792,7127,6.6083884279178156
40.6625,-73.8708,2692,7.17234953271774
40.6625,-73.8625,1982,7.751996056066679
40.6625,-73.8542,3906,8.35054964955097
40.6625,-73.8458,2541,8.971209190191054
40.6625,-73.8375,3077,9.596473606363865
40.6625,-73.8292,940,10.231417309615571
40.6625,-73.8208,297,10.88206951899397
40.6625,-73.8125,2276,11.531717373577456
40.6625,-73.8042,234,12.186937964093428
40.6625,-73.7958,182,12.854789559736533
40.6625,-73.7875,449,13.518803174206575
40.6625,-73.7792,2263,14.186273161998933
40.6625,-73.7708,4104,14.864761128316005
40.6625,-73.7625,3508,15.537853862924779
40.6625,-73.7542,3473,16.212600180053435
40.6625,-73.7458,2081,16.89869695605384
40.6625,-73.7375,3784,17.577232999175916
40.6625,-73.7292,2542,18.257963542975315
40.6625,-73.7208,1976,18.948254074563746
40.6625,-73.7125,1990,19.63165594614903
40.6625,-73.7042,3345,20.316185134513532
40.6625,-73.6958,3792,21.00992841832357
40.6625,-73.6875,2307,21.69640578086494
40.6625,-73.6792,2502,22.383718083384156
40.6625,-73.6708,2377,23.080016477962076
40.6625,-73.6625,1665,23.768791279120222
40.6625,-73.6542,1364,24.458200997720162
40.6625,-73.6458,3922,25.15644113406564
40.6625,-73.6375,1705,25.84697569829713
40.6625,-73.6292,1895,26.537368585962177
40.6625,-73.6208,1358,27.23775309670216
40.6625,-73.6125,2157,27.929028332413246
40.6625,-73.6042,1569,28.621330564932578
40.6625,-73.5958,1541,29.322274740673524
40.6625,-73.5875,3937,30.015282719420988
40.6625,-73.5792,3098,30.708605852470296
40.6625,-73.5708,842,31.410512667381745
40.6625,-73.5625,1492,32.10440844313089
40.6708,-74.3125,215,31.57625120606777
40.6708,-74.3042,1334,30.880131936749482
40.6708,-74.2958,1307,30.175873683802998
40.6708,-74.2875,1173,29.480119989507077
40.6708,-74.2792,1347,28.78456792741947
40.6708,-74.2708,1594,28.080925621809552
40.6708,-74.2625,2440,27.385826187833764
40.6708,-74.2542,1649,26.691616840922162
40.6708,-74.2458,1730,25.9881047506827
40.6708,-74.2375,2761,25.294464383235024
40.6708,-74.2292,3160,24.60050506939553
40.6708,-74.2208,6225,23.898607460912896
40.6708,-74.2125,4054,23.205378251697887
40.6708,-74.2042,4833,22.51256267408218
40.6708,-74.1958,1202,21.811930333867625
40.6708,-74.1875,166,21.120071613726797
40.6708,-74.1792,13,20.42876166063678
40.6708,-74.1708,254,19.729809174872134
40.6708,-74.1625,258,19.039786537696806
40.6708,-74.1458,212,17.6538562676815
40.6708,-74.1292,829,16.28057417405861
40.6708,-74.1208,7512,15.586536636199387
40.6708,-74.1125,5425,14.903318693881436
40.6708,-74.1042,629,14.22103503940008
40.6708,-74.0958,115,13.532432416793746
40.6708,-74.0875,16,12.854060981333971
40.6708,-74.0792,211,12.178127965465665
40.6708,-74.0708,1,11.497040412777228
40.6708,-74.0208,40,7.546989064569603
40.6708,-74.0125,464,6.92171722558397
40.6708,-74.0042,1656,6.312687306534348
40.6708,-73.9958,3333,5.716375125497268
40.6708,-73.9875,9751,5.156182149621022
40.6708,-73.9792,16510,4.633485979372767
40.6708,-73.9708,6485,4.1579347188934
40.6708,-73.9625,12300,3.760668728424693
40.6708,-73.9542,13913,3.4607223575436667
40.6708,-73.9458,12157,3.2836077920380227
40.6708,-73.9375,13938,3.25381014022319
40.6708,-73.9292,13097,3.372275574026596
40.6708,-73.9208,10211,3.628219347978503
40.6708,-73.9125,9589,3.9900085310379816
40.6708,-73.9042,8805,4.433522561751581
40.6708,-73.8958,11386,4.943086832541751
40.6708,-73.8875,8166,5.49010854317496
40.6708,-73.8792,9695,6.068083874301047
40.6708,-73.8708,10750,6.67775970074407
40.6708,-73.8625,7767,7.2967282218588325
40.6708,-73.8542,3057,7.929645610226975
40.6708,-73.8458,5310,8.580725846301378
40.6708,-73.8375,2333,9.232395254689619
40.6708,-73.8292,1691,9.89065970412803
40.6708,-73.8208,4739,10.562242947959291
40.6708,-73.8125,4695,11.23032644225948
40.6708,-73.8042,4122,11.902069093967016
40.6708,-73.7958,4248,12.584964221716623
40.6708,-73.7875,4113,13.26241188598998
40.6708,-73.7792,3191,13.942079254668098
40.6708,-73.7708,5198,14.631811145263432
40.6708,-73.7625,3332,15.315062167377102
40.6708,-73.7542,3845,15.999123856556185
40.6708,-73.7458,3246,16.693911775000178
40.6708,-73.7375,3430,17.380360735806143
40.6708,-73.7292,3223,18.068425924380072
40.6708,-73.7208,2656,18.765604651213668
40.6708,-73.7125,2934,19.455339073367274
40.6708,-73.7042,3157,20.145775675069533
40.6708,-73.6958,1999,20.845105474909687
40.6708,-73.6875,1671,21.536752409652973
40.6708,-73.6792,1537,22.22891684774501
40.6708,-73.6708,1546,22.929830544856767
40.6708,-73.6625,1857,23.62289969676751
40.6708,-73.6542,1334,24.316360917891274
40.6708,-73.6458,654,25.018473778011774
40.6708,-73.6375,1484,25.71262857056324
40.6708,-73.6292,1039,26.40644891985713
40.6708,-73.6208,2694,27.110129440095914
40.6708,-73.6125,2085,27.80449245587224
40.6708,-73.6042,2421,28.4997345038023
40.6708,-73.5958,1301,29.203510805492837
40.6708,-73.5875,2599,29.899186026353266
40.6708,-73.5792,2359,30.59505451287177
40.6708,-73.5708,794,31.299421167245566
40.6708,-73.5625,2523,31.995640552559106
40.6792,-74.3125,255,31.491938462106383
40.6792,-74.3042,1452,30.794002250663493
40.6792,-74.2958,2260,30.087818080837515
40.6792,-74.2875,1493,29.390068880456248
40.6792,-74.2792,278,28.692422892697444
40.6792,-74.2708,1377,27.986554026289863
40.6792,-74.2625,1701,27.289139901778906
40.6792,-74.2542,1270,26.59249556754598
40.6792,-74.2458,908,25.88637999574651
40.6792,-74.2375,4849,25.190027617454334
40.6792,-74.2292,1736,24.493198556418047
40.6792,-74.2208,1846,23.788225108007012
40.6792,-74.2125,5403,23.091771468303392
40.6792,-74.2042,4216,22.39553078103853
40.6792,-74.1958,1870,21.691208790543822
40.6792,-74.1875,304,20.995461451542173
40.6792,-74.1792,26,20.29999750785276
40.6792,-74.1708,82,19.596543131628394
40.6792,-74.1625,759,18.901745286897906
40.6792,-74.1542,16,18.20733594734811
40.6792,-74.1458,18,17.50507219442601
40.6792,-74.1208,506,15.418096333166115
40.6792,-74.1125,2994,14.727155297030375
40.6792,-74.1042,4431,14.036400410605308
40.6792,-74.0958,445,13.338359497548323
40.6792,-74.0875,324,12.649673756178116
40.6792,-74.0792,18,11.96228636899516
40.6792,-74.0708,1,11.268250284612233
40.6792,-74.0208,500,7.194306693686754
40.6792,-74.0125,4491,6.535465871212026
40.6792,-74.0042,7907,5.886695291008761
40.6792,-73.9958,9064,5.242233191509421
40.6792,-73.9875,6668,4.625045522157476
40.6792,-73.9792,11945,4.034187502381076
40.6792,-73.9708,10165,3.4777038979650863
40.6792,-73.9625,12574,2.991492761704685
40.6792,-73.9542,9814,2.604471506359764
40.6792,-73.9458,11624,2.364086130850217
40.6792,-73.9375,10741,2.3225262273073954
40.6792,-73.9292,9045,2.485757689495116
40.6792,-73.9208,10304,2.8232071497118083
40.6792,-73.9125,11722,3.275109732420234
40.6792,-73.9042,4619,3.8028709203309896
40.6792,-73.8958,5613,4.386252423459316
40.6792,-73.8875,10167,4.994564603171621
40.6792,-73.8792,9118,5.623627291651073
40.6792,-73.8708,10125,6.27654662032229
40.6792,-73.8625,9565,6.931357420317672
40.6792,-73.8542,5743,7.594704612363537
40.6792,-73.8458,6930,8.272107361295859
40.6792,-73.8375,8507,8.946203865290528
40.6792,-73.8292,6253,9.623980709991692
40.6792,-73.8208,7596,10.312860933578667
40.6792,-73.8125,6493,10.99602300958791
40.6792,-73.8042,3906,11.68116350202109
40.6792,-73.7958,5102,12.376168609554558
40.6792,-73.7875,3166,13.06436327038054
40.6792,-73.7792,5157,13.753736319865148
40.6792,-73.7708,6016,14.452373606699627
40.6792,-73.7625,3478,15.143637491211889
40.6792,-73.7542,3321,15.835021071695701
40.6792,-73.7458,3916,16.53661864988745
40.6792,-73.7375,3600,17.229250072263074
40.6792,-73.7292,1907,17.923031572674763
40.6792,-73.7208,2341,18.625566501715664
40.6792,-73.7125,2397,19.32021496485089
40.6792,-73.7042,1630,20.015227207370273
40.6792,-73.6958,1089,20.71887672678646
40.6792,-73.6875,3396,21.414514734372094
40.6792,-73.6792,1378,22.110419808991768
40.6792,-73.6708,1632,22.81488681504893
40.6792,-73.6625,1100,23.51125807379927
40.6792,-73.6542,7088,24.207831078565754
40.6792,-73.6458,3724,24.912915180779237
40.6792,-73.6375,742,25.609844657073218
40.6792,-73.6292,705,26.306289427255244
40.6792,-73.6208,1931,27.01249140645174
40.6792,-73.6125,1888,27.70921452890912
40.6792,-73.6042,1520,28.4067017342221
40.6792,-73.5958,1980,29.11263923007236
40.6792,-73.5875,2703,29.810348266488937
40.6792,-73.5792,2286,30.50815620600339
40.6792,-73.5708,978,31.214395821534602
40.6792,-73.5625,1791,31.9123832201189
40.6875,-74.3208,2088,32.13482953814352
40.6875,-74.3125,631,31.43567340804852
40.6875,-74.3042,698,30.736547681484346
40.6875,-74.2958,1350,30.029101557401678
40.6875,-74.2875,917,29.330043658979307
40.6875,-74.2792,151,28.63102321680406
40.6875,-74.2708,1342,27.92369152012247
40.6875,-74.2625,1723,27.224755273056708
40.6875,-74.2542,1137,26.526508225412805
40.6875,-74.2458,1873,25.818677398449953
40.6875,-74.2375,2057,25.12053650809467
40.6875,-74.2292,854,24.421813006030327
40.6875,-74.2208,1693,23.71480693491585
40.6875,-74.2125,3590,23.01622015282125
40.6875,-74.2042,2686,22.317710992584324
40.6875,-74.1958,1180,21.610942392214113
40.6875,-74.1875,178,20.912613246062588
40.6875,-74.1792,884,20.21438762212345
40.6875,-74.1708,26,19.507935981406703
40.6875,-74.1625,54,18.809954010174973
40.6875,-74.1542,14,18.112114362826453
40.6875,-74.1458,718,17.4060989453505
40.6875,-74.1375,97,16.70860042581808
40.6875,-74.1125,1191,14.609756423973725
40.6875,-74.1042,5380,13.913263120608692
40.6875,-74.0958,2220,13.208806463382825
40.6875,-74.0875,592,12.513081527327106
40.6875,-74.0792,91,11.817840979422314
40.6875,-74.0708,1070,11.114879340451596
40.6875,-74.0458,1,9.027431371741695
40.6875,-74.0292,17,7.647503788354524
40.6875,-74.0208,20,6.952301407600691
40.6875,-74.0125,8,6.268164550339339
40.6875,-74.0042,2824,5.588538078813237
40.6875,-73.9958,13998,4.905148163288555
40.6875,-73.9875,14675,4.23925396984333
40.6875,-73.9792,20914,3.5854615000916197
40.6875,-73.9708,11833,2.9454728651060047
40.6875,-73.9625,14412,2.3517667197443295
40.6875,-73.9542,9088,1.8344806687391642
40.6875,-73.9458,11982,1.4734651251840174
40.6875,-73.9375,12034,1.4058266545122362
40.6875,-73.9292,10965,1.6616600235948766
40.6875,-73.9208,10372,2.1336349799164998
40.6875,-73.9125,12077,2.7033128106162994
40.6875,-73.9042,4868,3.3230886829631423
40.6875,-73.8958,49,3.9773994625000237
40.6875,-73.8875,592,4.639553966149551
40.6875,-73.8792,4230,5.310756766406163
40.6875,-73.8708,11052,5.997751520170778
40.6875,-73.8625,7850,6.679867091428472
40.6875,-73.8542,8859,7.365816092868831
40.6875,-73.8458,7224,8.062389851311114
40.6875,-73.8375,9683,8.752570360860929
40.6875,-73.8292,8864,9.444170765161719
40.6875,-73.8208,8413,10.145183431185215
40.6875,-73.8125,6674,10.838835507506616
40.6875,-73.8042,5254,11.533233667258054
40.6875,-73.7958,5280,12.23655854871742
40.6875,-73.7875,5245,12.932100477380384
40.6875,-73.7792,5041,13.628081130270155
40.6875,-73.7708,1690,14.3327590193604
40.6875,-73.7625,4041,15.029440663708053
40.6875,-73.7542,3580,15.725760871427388
40.6875,-73.7458,1450,16.431938118812287
40.6875,-73.7375,1769,17.12871796778179
40.6875,-73.7292,2610,17.826327285428533
40.6875,-73.7208,1998,18.53244218459583
40.6875,-73.7125,2415,19.23036945031693
40.6875,-73.7042,1974,19.928429896342447
40.6875,-73.6958,1824,20.634952895082847
40.6875,-73.6875,1686,21.333242113636466
40.6875,-73.6792,1434,22.031628843277776
40.6875,-73.6708,2102,22.738450343874298
40.6875,-73.6625,1467,23.437007103809144
40.6875,-73.6542,1608,24.135637373208375
40.6875,-73.6458,1262,24.84268373407487
40.6875,-73.6375,599,25.54144377839595
40.6875,-73.6292,4037,26.23961827431415
40.6875,-73.6208,1779,26.947480514550367
40.6875,-73.6125,1632,27.645756192849255
40.6875,-73.6042,222,28.34471898450603
40.6875,-73.5958,1875,29.0520755988868
40.6875,-73.5875,1780,29.751118923393072
40.6875,-73.5792,1471,30.450198131907253
40.6875,-73.5708,478,31.15766436331627
40.6875,-73.5625,1659,31.856808646406954
40.6958,-74.3208,1114,32.106151573581236
40.6958,-74.3125,922,31.406445181246394
40.6958,-74.3042,1058,30.70674216692863
40.6958,-74.2958,1522,29.998682417901556
40.6958,-74.2875,2284,29.298986959557546
40.6958,-74.2792,2430,28.59929568313885
40.6958,-74.2708,2805,27.8912487104699
40.6958,-74.2625,1500,27.19156685479917
40.6958,-74.2542,1214,26.49253333525265
40.6958,-74.2458,1351,25.783859335322763
40.6958,-74.2375,2252,25.084837737735057
40.6958,-74.2292,2713,24.38517977658161
40.6958,-74.2208,2701,23.677169380472236
40.6958,-74.2125,476,22.977526823127285
40.6958,-74.2042,1381,22.277893023072608
40.6958,-74.1958,762,21.569909421385344
40.6958,-74.1875,292,20.870295960386983
40.6958,-74.1792,1704,20.17069421059946
40.6958,-74.1708,448,19.462746468508392
40.6958,-74.1625,12,18.76317231995992
40.6958,-74.1542,20,18.063614314818775
40.6958,-74.1458,323,17.35571605603501
40.6958,-74.1375,817,16.65619679839469
40.6958,-74.1292,129,15.957343557147787
40.6958,-74.1042,2140,13.850672104612071
40.6958,-74.0958,6707,13.14295155023909
40.6958,-74.0875,4493,12.443634754652185
40.6958,-74.0792,641,11.744373516962415
40.6958,-74.0708,2,11.036824493463769
40.6958,-74.0625,315,10.337709948767547
40.6958,-74.0542,33,9.638692464553957
40.6958,-74.0375,6,8.23269956569815
40.6958,-74.0125,1,6.129546031632175
40.6958,-74.0042,188,5.432698171327933
40.6958,-73.9958,17245,4.726925368433884
40.6958,-73.9875,34254,4.031795846087358
40.6958,-73.9792,10010,3.3377050470550977
40.6958,-73.9708,9006,2.6383843361666557
40.6958,-73.9625,9135,1.9535762025035985
40.6958,-73.9542,15455,1.285006756615991
40.6958,-73.9458,14229,0.6761444416246991
40.6958,-73.9375,12030,0.5122935280736546
40.6958,-73.9292,11771,1.023285079045839
40.6958,-73.9208,13181,1.6846879281426914
40.6958,-73.9125,14543,2.3650226346150838
40.6958,-73.9042,11248,3.054158641351421
40.6958,-73.8958,5920,3.7555396449955776
40.6958,-73.8875,1785,4.45074395410479
40.6958,-73.8792,114,5.146548958248432
40.6958,-73.8708,1925,5.852767227872272
40.6958,-73.8625,4874,6.549916641200542
40.6958,-73.8542,6370,7.248091481527964
40.6958,-73.8458,6972,7.954896273293178
40.6958,-73.8375,9870,8.653570754598734
40.6958,-73.8292,6851,9.35241105523109
40.6958,-73.8208,4983,10.059734948216464
40.6958,-73.8125,5521,10.758813237136179
40.6958,-73.8042,6484,11.457977597893866
40.6958,-73.7958,6191,12.165568390970472
40.6958,-73.7875,5499,12.864864209497922
40.6958,-73.7792,3646,13.564210291057563
40.6958,-73.7708,2614,14.271956141181704
40.6958,-73.7625,4018,14.97138234447536
40.6958,-73.7542,5053,15.67019750346944
40.6958,-73.7458,4628,16.378684200800564
40.6958,-73.7375,4040,17.07755169552838
40.6958,-73.7292,2490,17.777083545780602
40.6958,-73.7208,2746,18.484993100787822
40.6958,-73.7125,1763,19.18456104614427
40.6958,-73.7042,961,19.884144089592542
40.6958,-73.6958,1607,20.592099912441757
40.6958,-73.6875,2660,21.29170885774151
40.6958,-73.6792,2370,21.991328829098435
40.6958,-73.6708,1642,22.699318405939803
40.6958,-73.6625,2114,23.398957577038765
40.6958,-73.6542,2091,24.098605037452145
40.6958,-73.6458,1525,24.806619971222492
40.6958,-73.6375,28,25.50628204413007
40.6958,-73.6292,2846,26.205307418479972
40.6958,-73.6208,2887,26.913984945248195
40.6958,-73.6125,2411,27.613021675271288
40.6958,-73.6042,1965,28.31270650388507
40.6958,-73.5958,2613,29.020756263120628
40.6958,-73.5875,1925,29.72045009529335
40.6958,-73.5792,2161,30.420147929926287
40.6958,-73.5708,1349,31.128209917808984
40.6958,-73.5625,1573,31.827914994629857
40.7042,-74.3208,1419,32.10413020575726
40.7042,-74.3125,916,31.404467993891092
40.7042,-74.3042,1263,30.704809163061796
40.7042,-74.2958,2338,29.99679412803404
40.7042,-74.2875,3202,29.297142859089814
40.7042,-74.2792,2305,28.597495775285385
40.7042,-74.2708,1672,27.88949352718876
40.7042,-74.2625,1989,27.189855871828623
40.7042,-74.2542,1554,26.490866515796235
40.7042,-74.2458,832,25.782237293828942
40.7042,-74.2375,1367,25.08325986954856
40.7042,-74.2292,2535,24.383646127539244
40.7042,-74.2208,3206,23.675680485176386
40.7042,-74.2125,3028,22.97608215904557
40.7042,-74.2042,1163,22.276492597792494
