CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,Year,Diff,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,CM 4,CM 3,CM 2,Tampering 1,Severity,For Geocoding,Geocode Results,Address
617373742,10/30/2015,10:00:00,10/30/2015,12:00:00,2015,1,10/31/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,,STREET,,,1011744,196331,40.705525509,-73.900837395,"(40.705525509, -73.900837395)",,8,12,,20,"40.705525509,-73.900837395","60-1 Putnam Ave, Ridgewood, NY 11385, USA","60-1 Putnam Ave, Ridgewood"
190953056,10/30/2015,07:46:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,,STREET,,,980333,196011,40.704689027,-74.014128915,"(40.704689027, -74.014128915)",5,,,,5,"40.704689027,-74.014128915","9 Canyon of Heroes, New York, NY 10004, USA","9 Canyon of Heroes, New York"
343546443,10/30/2015,02:00:00,10/31/2015,11:00:00,2015,1,10/31/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,STREET,,,1006290,216640,40.76128397,-73.920442086,"(40.76128397, -73.920442086)",,,12,,12,"40.76128397,-73.920442086","31-44-31-48 36th St, Astoria, NY 11106, USA","31-44-31-48 36th St, Astoria"
366993790,10/30/2015,00:00:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,HIGHWAY/PARKWAY,,,1006490,244533,40.837842121,-73.919627752,"(40.837842121, -73.919627752)",5,,,,5,"40.837842121,-73.919627752","2 E 169th St, Bronx, NY 10452, USA","2 E 169th St, Bronx"
246040790,10/30/2015,00:00:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,HIGHWAY/PARKWAY,,,1006490,244533,40.837842121,-73.919627752,"(40.837842121, -73.919627752)",5,,,,5,"40.837842121,-73.919627752","2 E 169th St, Bronx, NY 10452, USA","2 E 169th St, Bronx"
757951548,10/30/2015,00:00:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,HIGHWAY/PARKWAY,,,1006490,244533,40.837842121,-73.919627752,"(40.837842121, -73.919627752)",5,,,,5,"40.837842121,-73.919627752","2 E 169th St, Bronx, NY 10452, USA","2 E 169th St, Bronx"
969460022,10/30/2015,00:00:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,,HIGHWAY/PARKWAY,,,1011751,246839,40.8441566,-73.900605449,"(40.8441566, -73.900605449)",5,,,,5,"40.8441566,-73.900605449","446-462 Cross Bronx Expy, Bronx, NY 10457, USA","446-462 Cross Bronx Expy, Bronx"
906671299,10/30/2015,00:00:00,,,2015,1,10/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,,HIGHWAY/PARKWAY,,,1011751,246839,40.8441566,-73.900605449,"(40.8441566, -73.900605449)",5,,,,5,"40.8441566,-73.900605449","446-462 Cross Bronx Expy, Bronx, NY 10457, USA","446-462 Cross Bronx Expy, Bronx"
395596660,10/30/2015,22:55:00,10/30/2015,23:00:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,RESTAURANT/DINER,,,998092,178221,40.655849556,-73.95011396,"(40.655849556, -73.95011396)",,,12,,12,"40.655849556,-73.95011396","1279-1281 Nostrand Ave, Brooklyn, NY 11226, USA","1279-1281 Nostrand Ave, Brooklyn"
599455685,10/30/2015,22:00:00,10/30/2015,22:05:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1011244,256820,40.871553006,-73.902397688,"(40.871553006, -73.902397688)",5,,,,5,"40.871553006,-73.902397688","2778-2784 Sedgwick Ave, Bronx, NY 10468, USA","2778-2784 Sedgwick Ave, Bronx"
681712507,10/30/2015,20:45:00,10/30/2015,20:48:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,,STREET,,,983346,201729,40.7203844,-74.003262677,"(40.7203844, -74.003262677)",5,,,,5,"40.7203844,-74.003262677","336B Canal St, New York, NY 10013, USA","336B Canal St, New York"
710646994,10/30/2015,20:30:00,10/30/2015,20:35:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,OPPOSITE OF,RESIDENCE-HOUSE,,,1041374,191939,40.693328853,-73.794006864,"(40.693328853, -73.794006864)",5,,,,5,"40.693328853,-73.794006864","158-1-158-99 109th Ave, Jamaica, NY 11433, USA","158-1-158-99 109th Ave, Jamaica"
938095342,10/30/2015,20:00:00,,,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,FRONT OF,RESTAURANT/DINER,,,995523,236334,40.815359008,-73.959275438,"(40.815359008, -73.959275438)",5,,,,5,"40.815359008,-73.959275438","31-41 Tiemann Pl, New York, NY 10027, USA","31-41 Tiemann Pl, New York"
886248131,10/30/2015,19:00:00,,,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1054867,186830,40.679208498,-73.745403614,"(40.679208498, -73.745403614)",5,,,,5,"40.679208498,-73.745403614","223-9-223-15 133rd Ave, Laurelton, NY 11413, USA","223-9-223-15 133rd Ave, Laurelton"
554179061,10/30/2015,18:30:00,10/30/2015,18:35:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,FRONT OF,GROCERY/BODEGA,,,998019,202680,40.722983998,-73.950327071,"(40.722983998, -73.950327071)",,,12,,12,"40.722983998,-73.950327071","592-596 Manhattan Ave, Brooklyn, NY 11222, USA","592-596 Manhattan Ave, Brooklyn"
291856200,10/30/2015,17:15:00,,,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,QUEENS,107,FRONT OF,RESIDENCE - PUBLIC HOUSING,,POMONOK,1036732,207396,40.735783278,-73.810625803,"(40.735783278, -73.810625803)",5,,,,5,"40.735783278,-73.810625803","65-10 Parsons Blvd, Flushing, NY 11367, USA","65-10 Parsons Blvd, Flushing"
186183736,10/30/2015,17:00:00,10/30/2015,17:30:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,OTHER,,,1012462,242851,40.83320846,-73.898052481,"(40.83320846, -73.898052481)",5,,,,5,"40.83320846,-73.898052481","1382-1394 Crotona Ave, Bronx, NY 10456, USA","1382-1394 Crotona Ave, Bronx"
183078776,10/30/2015,16:10:00,10/30/2015,16:12:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,BUS (NYC TRANSIT),,,995271,178091,40.655496694,-73.960281241,"(40.655496694, -73.960281241)",,,12,,12,"40.655496694,-73.960281241","218-242 Parkside Ave, Brooklyn, NY 11226, USA","218-242 Parkside Ave, Brooklyn"
170360464,10/30/2015,16:00:00,10/30/2015,16:02:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,GROCERY/BODEGA,,,1003808,217613,40.763960443,-73.929398704,"(40.763960443, -73.929398704)",,,12,,12,"40.763960443,-73.929398704","23-24 Broadway, Long Island City, NY 11106, USA","23-24 Broadway, Long Island City"
317028021,10/30/2015,16:00:00,,,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,,STREET,,,1000339,202199,40.721659854,-73.941958367,"(40.721659854, -73.941958367)",,8,12,,20,"40.721659854,-73.941958367","73 Monitor St, Brooklyn, NY 11222, USA","73 Monitor St, Brooklyn"
208898228,10/30/2015,15:22:00,10/30/2015,16:00:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,OPPOSITE OF,PUBLIC BUILDING,,,986052,193692,40.698324599,-73.993502781,"(40.698324599, -73.993502781)",,8,12,,20,"40.698324599,-73.993502781","63 Pineapple St, Brooklyn, NY 11201, USA","63 Pineapple St, Brooklyn"
233566305,10/30/2015,15:20:00,10/30/2015,16:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,REAR OF,RESIDENCE - APT. HOUSE,,,1000381,169968,40.633192976,-73.941883988,"(40.633192976, -73.941883988)",5,,,,5,"40.633192976,-73.941883988","1634-1638 Brooklyn Ave, Brooklyn, NY 11210, USA","1634-1638 Brooklyn Ave, Brooklyn"
783267919,10/30/2015,15:00:00,10/30/2015,15:20:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1013070,238703,40.821821427,-73.895873187,"(40.821821427, -73.895873187)",5,,,,5,"40.821821427,-73.895873187","960 Kelly St, Bronx, NY 10459, USA","960 Kelly St, Bronx"
634484586,10/30/2015,15:00:00,10/30/2015,15:10:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,STORE UNCLASSIFIED,,,982348,197631,40.709136209,-74.00686186,"(40.709136209, -74.00686186)",5,,,,5,"40.709136209,-74.00686186","123 William St, New York, NY 10038, USA","123 William St, New York"
213483899,10/30/2015,14:30:00,10/30/2015,18:30:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1058138,191578,40.692213915,-73.733558574,"(40.692213915, -73.733558574)",,,12,,12,"40.692213915,-73.733558574","117-26-117-30 228th St, Cambria Heights, NY 11411, USA","117-26-117-30 228th St, Cambria Heights"
536930640,10/30/2015,14:00:00,10/30/2015,15:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,DEPARTMENT STORE,,,962770,173766,40.643606312,-74.077402584,"(40.643606312, -74.077402584)",5,,,,5,"40.643606312,-74.077402584","97 Stuyvesant Pl, Staten Island, NY 10301, USA","97 Stuyvesant Pl, Staten Island"
433788992,10/30/2015,13:40:00,,,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,FRONT OF,COMMERCIAL BUILDING,,,988793,221128,40.773628671,-73.98359922,"(40.773628671, -73.98359922)",,,12,,12,"40.773628671,-73.98359922","155-161 W 65th St, New York, NY 10023, USA","155-161 W 65th St, New York"
285117725,10/30/2015,11:30:00,10/30/2015,16:08:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,,,984045,174524,40.645712907,-74.000740164,"(40.645712907, -74.000740164)",,8,12,,20,"40.645712907,-74.000740164","739 43rd St, Brooklyn, NY 11232, USA","739 43rd St, Brooklyn"
200340213,10/30/2015,11:15:00,10/30/2015,11:17:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,1000866,226632,40.788721243,-73.939996774,"(40.788721243, -73.939996774)",5,,,,5,"40.788721243,-73.939996774","411-417 E 105th St, New York, NY 10029, USA","411-417 E 105th St, New York"
295492877,10/30/2015,10:53:00,,,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,PUBLIC SCHOOL,,,1010713,240858,40.827743663,-73.904380654,"(40.827743663, -73.904380654)",5,,,,5,"40.827743663,-73.904380654","1119 Boston Rd, Bronx, NY 10456, USA","1119 Boston Rd, Bronx"
319865752,10/30/2015,10:05:00,10/30/2015,10:10:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,FRONT OF,RESIDENCE-HOUSE,,,1039288,200441,40.716678004,-73.801459663,"(40.716678004, -73.801459663)",5,,,,5,"40.716678004,-73.801459663","51-99 Grand Central Pkwy, Jamaica, NY 11432, USA","51-99 Grand Central Pkwy, Jamaica"
341379617,10/30/2015,10:00:00,10/30/2015,13:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1011202,241291,40.828930645,-73.902611974,"(40.828930645, -73.902611974)",5,,,,5,"40.828930645,-73.902611974","1153-1169 Jackson Ave, Bronx, NY 10456, USA","1153-1169 Jackson Ave, Bronx"
631935604,10/30/2015,09:56:00,10/30/2015,19:50:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,PARKING LOT/GARAGE (PRIVATE),,,988076,219744,40.76983029,-73.986188694,"(40.76983029, -73.986188694)",5,,,,5,"40.76983029,-73.986188694","301-465 W 59th St, New York, NY 10019, USA","301-465 W 59th St, New York"
883060787,10/30/2015,09:50:00,10/30/2015,09:55:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,,,984045,174524,40.645712907,-74.000740164,"(40.645712907, -74.000740164)",,8,12,,20,"40.645712907,-74.000740164","739 43rd St, Brooklyn, NY 11232, USA","739 43rd St, Brooklyn"
165862406,10/30/2015,08:30:00,10/30/2015,14:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1008838,202210,40.721670508,-73.911297139,"(40.721670508, -73.911297139)",5,,,,5,"40.721670508,-73.911297139","58-15-58-25 57th Dr, Maspeth, NY 11378, USA","58-15-58-25 57th Dr, Maspeth"
330574951,10/30/2015,08:00:00,10/30/2015,09:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,INSIDE,RESIDENCE - APT. HOUSE,,,1032896,189652,40.687102236,-73.824595763,"(40.687102236, -73.824595763)",5,,,,5,"40.687102236,-73.824595763","103-24-103-26 Lefferts Blvd, South Richmond Hill, NY 11419, USA","103-24-103-26 Lefferts Blvd, South Richmond Hill"
107796502,10/30/2015,07:00:00,10/30/2015,15:00:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,REAR OF,RESIDENCE-HOUSE,,,1014546,245736,40.841120042,-73.890508561,"(40.841120042, -73.890508561)",5,,,,5,"40.841120042,-73.890508561","777-839 E 175th St, Bronx, NY 10460, USA","777-839 E 175th St, Bronx"
960202262,10/30/2015,05:15:00,10/30/2015,05:30:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,OPPOSITE OF,STREET,,,998793,199091,40.713131817,-73.947542468,"(40.713131817, -73.947542468)",5,,,,5,"40.713131817,-73.947542468","267-269 Leonard St, Brooklyn, NY 11211, USA","267-269 Leonard St, Brooklyn"
428007521,10/30/2015,04:00:00,10/30/2015,04:12:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,FRONT OF,BAR/NIGHT CLUB,,,1006145,210199,40.74360542,-73.920986473,"(40.74360542, -73.920986473)",,,12,,12,"40.74360542,-73.920986473","43-07 Queens Blvd, Long Island City, NY 11104, USA","43-07 Queens Blvd, Long Island City"
412443190,10/30/2015,03:30:00,10/30/2015,03:35:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,BAR/NIGHT CLUB,,,997415,239316,40.823541142,-73.952434354,"(40.823541142, -73.952434354)",5,,,,5,"40.823541142,-73.952434354","3448A Broadway, New York, NY 10031, USA","3448A Broadway, New York"
126848946,10/30/2015,02:35:00,10/30/2015,02:40:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,256,"MISCHIEF, CRIMINAL 4, BY FIRE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1027130,245205,40.839610467,-73.845032153,"(40.839610467, -73.845032153)",5,,,,5,"40.839610467,-73.845032153","2505 Tratman Ave, Bronx, NY 10461, USA","2505 Tratman Ave, Bronx"
782442224,10/30/2015,02:30:00,10/30/2015,03:30:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,76,FRONT OF,RESIDENCE - PUBLIC HOUSING,,RED HOOK WEST,982151,185171,40.674936335,-74.007568544,"(40.674936335, -74.007568544)",5,,,,5,"40.674936335,-74.007568544","486 Columbia St, Brooklyn, NY 11231, USA","486 Columbia St, Brooklyn"
833056755,10/30/2015,02:30:00,10/30/2015,02:40:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STREET,,,988627,158489,40.601699102,-73.984239237,"(40.601699102, -73.984239237)",5,,,,5,"40.601699102,-73.984239237","1845-1847 W 12th St, Brooklyn, NY 11223, USA","1845-1847 W 12th St, Brooklyn"
699032854,10/30/2015,02:20:00,10/30/2015,02:22:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,REAR OF,GYM/FITNESS FACILITY,,,997148,204684,40.728485804,-73.953465534,"(40.728485804, -73.953465534)",5,,,,5,"40.728485804,-73.953465534","824-826 Manhattan Ave, Brooklyn, NY 11222, USA","824-826 Manhattan Ave, Brooklyn"
161112188,10/30/2015,01:30:00,10/30/2015,02:05:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,1048972,200202,40.715956464,-73.766528457,"(40.715956464, -73.766528457)",5,,,,5,"40.715956464,-73.766528457","88-47 195th Pl, Jamaica, NY 11423, USA","88-47 195th Pl, Jamaica"
635033029,10/30/2015,01:30:00,,,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,FRONT OF,RESIDENCE - APT. HOUSE,,,1037988,200218,40.716073915,-73.806150993,"(40.716073915, -73.806150993)",5,,,,5,"40.716073915,-73.806150993","1-21 Grand Central Pkwy, Jamaica, NY 11432, USA","1-21 Grand Central Pkwy, Jamaica"
886302590,10/30/2015,00:30:00,10/30/2015,00:40:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,1001759,175793,40.649178734,-73.936904156,"(40.649178734, -73.936904156)",5,,,,5,"40.649178734,-73.936904156","263-267 E 43rd St, Brooklyn, NY 11203, USA","263-267 E 43rd St, Brooklyn"
580159236,10/30/2015,00:09:00,10/30/2015,00:10:00,2015,0,10/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,FRONT OF,OTHER,,,989291,192796,40.695864034,-73.981822445,"(40.695864034, -73.981822445)",5,,,,5,"40.695864034,-73.981822445","223-249 Tillary St, Brooklyn, NY 11201, USA","223-249 Tillary St, Brooklyn"
978617477,10/30/2015,00:05:00,10/30/2015,00:10:00,2015,0,10/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,,,1005839,184565,40.673246928,-73.922172957,"(40.673246928, -73.922172957)",,,12,,12,"40.673246928,-73.922172957","467-469 Rev. Dr. Freddie M. Foy Avenue, Brooklyn, NY 11233, USA","467-469 Rev. Dr. Freddie M. Foy Avenue, Brooklyn"
180895009,10/30/2014,20:07:00,,,2014,167,04/15/2015,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,40,,TRANSIT - NYC SUBWAY,,,1007034,236608,40.816088874,-73.917688689,"(40.816088874, -73.917688689)",,,,24,24,"40.816088874,-73.917688689","399E E 149th St, Bronx, NY 10455, USA","399E E 149th St, Bronx"
535968165,10/30/2014,20:05:00,,,2014,132,03/11/2015,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,40,,TRANSIT - NYC SUBWAY,,,1007034,236608,40.816088874,-73.917688689,"(40.816088874, -73.917688689)",,,,24,24,"40.816088874,-73.917688689","399E E 149th St, Bronx, NY 10455, USA","399E E 149th St, Bronx"
215786695,10/30/2014,14:32:00,,,2014,103,02/10/2015,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,40,,TRANSIT - NYC SUBWAY,,,1007034,236608,40.816088874,-73.917688689,"(40.816088874, -73.917688689)",,,,24,24,"40.816088874,-73.917688689","399E E 149th St, Bronx, NY 10455, USA","399E E 149th St, Bronx"
309173495,10/30/2014,07:50:00,,,2014,76,01/14/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1055094,192193,40.69392683,-73.744528819,"(40.69392683, -73.744528819)",5,,,,5,"40.69392683,-73.744528819","118-16-118-24 Springfield Blvd, Cambria Heights, NY 11411, USA","118-16-118-24 Springfield Blvd, Cambria Heights"
154277000,10/30/2014,16:00:00,,,2014,39,12/08/2014,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,46,,TRANSIT - NYC SUBWAY,,,1012539,253107,40.861357899,-73.897730961,"(40.861357899, -73.897730961)",,,,24,24,"40.861357899,-73.897730961","201 E 188th St, Bronx, NY 10458, USA","201 E 188th St, Bronx"
