Reporter_code,Reporter_description,Partner_code,Partner_description,Indicator_code,Indicator_description,Flow_Code,Year,Value (million US)
ANZ,Australia and New Zealand,RU,Russian Federation,AGRA,Raw materials,X,2015,987.976
ANZ,Australia and New Zealand,MX,Mexico,MACHOC,Other chemicals,X,2015,4262.975
ANZ,Australia and New Zealand,MX,Mexico,MIOR,Ores and other minerals,X,2015,41.979
ANZ,Australia and New Zealand,RU,Russian Federation,AGFO,Food,X,2015,5239.446
ANZ,Australia and New Zealand,MX,Mexico,AGRA,Raw materials,X,2015,234.416
ANZ,Australia and New Zealand,MX,Mexico,AGFOOF,Other food products,X,2015,1217.109
ANZ,Australia and New Zealand,RU,Russian Federation,MINF,-Non--ferrous metals-,X,2015,341.128
ANZ,Australia and New Zealand,MX,Mexico,AG,Agricultural products,X,2015,1462.219
ANZ,Australia and New Zealand,MX,Mexico,MI,Fuels and mining products,X,2015,1769.054
ANZ,Australia and New Zealand,RU,Russian Federation,MI,Fuels and mining products,X,2015,1247.77
ANZ,Australia and New Zealand,MX,Mexico,MACH,Chemicals,X,2015,6600.09
ANZ,Australia and New Zealand,MX,Mexico,MINF,-Non--ferrous metals-,X,2015,338.042
ANZ,Australia and New Zealand,RU,Russian Federation,AG,Agricultural products,X,2015,6227.422
ANZ,Australia and New Zealand,RU,Russian Federation,MACH,Chemicals,X,2015,17523.965
ANZ,Australia and New Zealand,MX,Mexico,AGFO,Food,X,2015,1227.803
ANZ,Australia and New Zealand,RU,Russian Federation,MACHOC,Other chemicals,X,2015,10683.468
ANZ,Australia and New Zealand,MX,Mexico,MIFU,Fuels,X,2015,1389.033
ANZ,Australia and New Zealand,ASI,Asia,AG,Agricultural products,X,2015,47360.79
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,AG,Agricultural products,X,2015,3808.401
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MAIS,Iron and steel,X,2015,345.952
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MACHOC,Other chemicals,X,2015,2766.165
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,AGFOOF,Other food products,X,2015,3424.098
ANZ,Australia and New Zealand,ASI,Asia,AGRA,Raw materials,X,2015,11955.034
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,AGFO,Food,X,2015,3510.238
ANZ,Australia and New Zealand,ASI,Asia,MACHOC,Other chemicals,X,2015,49207.489
ANZ,Australia and New Zealand,ASI,Asia,AGFO,Food,X,2015,35405.756
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,AGRA,Raw materials,X,2015,298.163
ANZ,Australia and New Zealand,ASI,Asia,AGFOOF,Other food products,X,2015,33932.413
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MACH,Chemicals,X,2015,7422.9
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MI,Fuels and mining products,X,2015,461.377
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MIFU,Fuels,X,2015,76.579
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MINF,-Non--ferrous metals-,X,2015,337.638
ANZ,Australia and New Zealand,ANZ,Australia and New Zealand,MIOR,Ores and other minerals,X,2015,47.16
ANZ,Australia and New Zealand,OEU,Other Europe,MACHOC,Other chemicals,X,2015,33190.921
ANZ,Australia and New Zealand,RU,Russian Federation,MIOR,Ores and other minerals,X,2015,226.135
ANZ,Australia and New Zealand,OEU,Other Europe,AGFOOF,Other food products,X,2015,18562.968
ANZ,Australia and New Zealand,RU,Russian Federation,MAIS,Iron and steel,X,2015,1041.553
ANZ,Australia and New Zealand,OEU,Other Europe,MIOR,Ores and other minerals,X,2015,3666.473
ANZ,Australia and New Zealand,OEU,Other Europe,MINF,-Non--ferrous metals-,X,2015,6278.62
ANZ,Australia and New Zealand,ASI,Asia,MIFU,Fuels,X,2015,10175.765
ANZ,Australia and New Zealand,OEU,Other Europe,MACH,Chemicals,X,2015,54994.373
ANZ,Australia and New Zealand,ASI,Asia,MINF,-Non--ferrous metals-,X,2015,8800.466
ANZ,Australia and New Zealand,ASI,Asia,MACH,Chemicals,X,2015,83365.289
ANZ,Australia and New Zealand,ASI,Asia,MI,Fuels and mining products,X,2015,27131.562
ANZ,Australia and New Zealand,OEU,Other Europe,AGRA,Raw materials,X,2015,3900.086
ANZ,Australia and New Zealand,ASI,Asia,MIOR,Ores and other minerals,X,2015,8155.331
ANZ,Australia and New Zealand,OEU,Other Europe,AGFO,Food,X,2015,19392.192
ANZ,Australia and New Zealand,ASI,Asia,MAIS,Iron and steel,X,2015,7428.822
ANZ,Australia and New Zealand,OEU,Other Europe,AG,Agricultural products,X,2015,23292.278
ANZ,Australia and New Zealand,CN,China,MACH,Chemicals,X,2015,23413.96
ANZ,Australia and New Zealand,CN,China,MI,Fuels and mining products,X,2015,9339.435
ANZ,Australia and New Zealand,CN,China,MIFU,Fuels,X,2015,2180.937
ANZ,Australia and New Zealand,CN,China,MAIS,Iron and steel,X,2015,2498.646
ANZ,Australia and New Zealand,EUR,Europe,MI,Fuels and mining products,X,2015,332486.061
ANZ,Australia and New Zealand,EUR,Europe,MIFU,Fuels,X,2015,217101.193
ANZ,Australia and New Zealand,EUR,Europe,MACH,Chemicals,X,2015,607219.679
ANZ,Australia and New Zealand,EUR,Europe,MINF,-Non--ferrous metals-,X,2015,76445.421
ANZ,Australia and New Zealand,MEA,Middle East,MACHOC,Other chemicals,X,2015,12634.697
ANZ,Australia and New Zealand,EUR,Europe,MAIS,Iron and steel,X,2015,109373.894
ANZ,Australia and New Zealand,MEA,Middle East,AGFOOF,Other food products,X,2015,15550.116
ANZ,Australia and New Zealand,EUR,Europe,AGRA,Raw materials,X,2015,59415.342
ANZ,Australia and New Zealand,CSC,South and Central America,AG,Agricultural products,X,2015,6111.339
ANZ,Australia and New Zealand,EUR,Europe,AG,Agricultural products,X,2015,450325.598
ANZ,Australia and New Zealand,CSC,South and Central America,AGFO,Food,X,2015,5406.454
ANZ,Australia and New Zealand,EUR,Europe,AGFO,Food,X,2015,390910.256
ANZ,Australia and New Zealand,MEA,Middle East,AGRA,Raw materials,X,2015,1623.962
ANZ,Australia and New Zealand,EUR,Europe,MACHOC,Other chemicals,X,2015,403923.428
ANZ,Australia and New Zealand,MEA,Middle East,AGFO,Food,X,2015,15701.977
ANZ,Australia and New Zealand,MEA,Middle East,AG,Agricultural products,X,2015,17325.939
ANZ,Australia and New Zealand,EUR,Europe,MIOR,Ores and other minerals,X,2015,38939.447
ANZ,Australia and New Zealand,MEA,Middle East,MINF,-Non--ferrous metals-,X,2015,1627.983
ANZ,Australia and New Zealand,CSC,South and Central America,MACH,Chemicals,X,2015,21030.244
ANZ,Australia and New Zealand,CSC,South and Central America,AGFOOF,Other food products,X,2015,5242.572
ANZ,Australia and New Zealand,MEA,Middle East,MI,Fuels and mining products,X,2015,9012.302
ANZ,Australia and New Zealand,MEA,Middle East,MIOR,Ores and other minerals,X,2015,767.488
ANZ,Australia and New Zealand,CSC,South and Central America,MACHOC,Other chemicals,X,2015,12702.433
ANZ,Australia and New Zealand,MEA,Middle East,MIFU,Fuels,X,2015,6616.831
ANZ,Australia and New Zealand,MEA,Middle East,MAIS,Iron and steel,X,2015,2888.148
ANZ,Australia and New Zealand,EUR,Europe,AGFOOF,Other food products,X,2015,366912.201
ANZ,Australia and New Zealand,CSC,South and Central America,AGRA,Raw materials,X,2015,704.885
ANZ,Australia and New Zealand,MEA,Middle East,MACH,Chemicals,X,2015,22009.323
ANZ,Australia and New Zealand,OAS,Other Asia,AGFOOF,Other food products,X,2015,6002.45
ANZ,Australia and New Zealand,US,United States of America,MI,Fuels and mining products,X,2015,18538.48
ANZ,Australia and New Zealand,OAS,Other Asia,MINF,-Non--ferrous metals-,X,2015,656.747
ANZ,Australia and New Zealand,OAS,Other Asia,MIOR,Ores and other minerals,X,2015,813.298
ANZ,Australia and New Zealand,US,United States of America,MACH,Chemicals,X,2015,98862.897
ANZ,Australia and New Zealand,OAS,Other Asia,MACH,Chemicals,X,2015,11082.856
ANZ,Australia and New Zealand,OAS,Other Asia,MACHOC,Other chemicals,X,2015,6943.873
ANZ,Australia and New Zealand,US,United States of America,MINF,-Non--ferrous metals-,X,2015,4875.592
ANZ,Australia and New Zealand,OAS,Other Asia,AGRA,Raw materials,X,2015,1560.993
ANZ,Australia and New Zealand,US,United States of America,MIOR,Ores and other minerals,X,2015,1232.645
ANZ,Australia and New Zealand,US,United States of America,AGFOOF,Other food products,X,2015,19626.895
ANZ,Australia and New Zealand,US,United States of America,MIFU,Fuels,X,2015,12430.243
ANZ,Australia and New Zealand,OAS,Other Asia,MAIS,Iron and steel,X,2015,1242.686
ANZ,Australia and New Zealand,OAS,Other Asia,MIFU,Fuels,X,2015,636.564
ANZ,Australia and New Zealand,OAS,Other Asia,MI,Fuels and mining products,X,2015,2106.609
ANZ,Australia and New Zealand,US,United States of America,AGRA,Raw materials,X,2015,1871.146
ANZ,Australia and New Zealand,CSC,South and Central America,MI,Fuels and mining products,X,2015,3466.59
ANZ,Australia and New Zealand,CN,China,MIOR,Ores and other minerals,X,2015,4448.669
ANZ,Australia and New Zealand,CSC,South and Central America,MINF,-Non--ferrous metals-,X,2015,788.997
ANZ,Australia and New Zealand,CN,China,MINF,-Non--ferrous metals-,X,2015,2709.829
ANZ,Australia and New Zealand,CSC,South and Central America,MIOR,Ores and other minerals,X,2015,245.648
ANZ,Australia and New Zealand,OAS,Other Asia,AG,Agricultural products,X,2015,7852.442
ANZ,Australia and New Zealand,US,United States of America,MAIS,Iron and steel,X,2015,7387.138
ANZ,Australia and New Zealand,OAS,Other Asia,AGFO,Food,X,2015,6291.449
ANZ,Australia and New Zealand,US,United States of America,AG,Agricultural products,X,2015,22153.721
ANZ,Australia and New Zealand,US,United States of America,AGFO,Food,X,2015,20282.575
ANZ,Australia and New Zealand,CN,China,AGFO,Food,X,2015,9302.309
ANZ,Australia and New Zealand,US,United States of America,MACHOC,Other chemicals,X,2015,43532.522
ANZ,Australia and New Zealand,CSC,South and Central America,MIFU,Fuels,X,2015,2431.945
ANZ,Australia and New Zealand,CN,China,AGFOOF,Other food products,X,2015,8869.561
ANZ,Australia and New Zealand,CN,China,AGRA,Raw materials,X,2015,6074.001
ANZ,Australia and New Zealand,CN,China,MACHOC,Other chemicals,X,2015,14758.676
ANZ,Australia and New Zealand,CSC,South and Central America,MAIS,Iron and steel,X,2015,1886.189
ANZ,Australia and New Zealand,CN,China,AG,Agricultural products,X,2015,15376.31
ANZ,Australia and New Zealand,AFR,Africa,MIOR,Ores and other minerals,X,2015,878.973
ANZ,Australia and New Zealand,AFR,Africa,MACHOC,Other chemicals,X,2015,14292.746
ANZ,Australia and New Zealand,AFR,Africa,AGFOOF,Other food products,X,2015,18765.542
ANZ,Australia and New Zealand,AFR,Africa,MAIS,Iron and steel,X,2015,5356.574
ANZ,Australia and New Zealand,AFR,Africa,AG,Agricultural products,X,2015,23243.075
ANZ,Australia and New Zealand,AFR,Africa,AGFO,Food,X,2015,19841.003
ANZ,Australia and New Zealand,AFR,Africa,MIFU,Fuels,X,2015,19823.297
ANZ,Australia and New Zealand,AFR,Africa,AGRA,Raw materials,X,2015,3402.072
ANZ,Australia and New Zealand,AFR,Africa,MI,Fuels and mining products,X,2015,23036.147
ANZ,Australia and New Zealand,AFR,Africa,MACH,Chemicals,X,2015,23090.991
ANZ,Australia and New Zealand,AFR,Africa,MINF,-Non--ferrous metals-,X,2015,2333.877
ANZ,Australia and New Zealand,IN,India,AGRA,Raw materials,X,2015,424.375841
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MAIS,Iron and steel,X,2015,1290.08985
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MACHOC,Other chemicals,X,2015,8629.895655
ANZ,Australia and New Zealand,E28,European Union (28),MIFU,Fuels,X,2015,2736.582581
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MIOR,Ores and other minerals,X,2015,467.093066
ANZ,Australia and New Zealand,IN,India,MI,Fuels and mining products,X,2015,2878.052699
ANZ,Australia and New Zealand,US,United States of America,AG,Agricultural products,X,2015,2026.927639
ANZ,Australia and New Zealand,IN,India,MACHOC,Other chemicals,X,2015,5659.708037
ANZ,Australia and New Zealand,NI4,Four East Asian traders,AGFOOF,Other food products,X,2015,1896.95665
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MI,Fuels and mining products,X,2015,15096.15623
ANZ,Australia and New Zealand,NI4,Four East Asian traders,AGRA,Raw materials,X,2015,333.453936
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MIFU,Fuels,X,2015,153.771329
ANZ,Australia and New Zealand,E28,European Union (28),AGFOOF,Other food products,X,2015,532.57901
ANZ,Australia and New Zealand,IN,India,AGFOOF,Other food products,X,2015,144.565056
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MIFU,Fuels,X,2015,13162.32992
ANZ,Australia and New Zealand,E28,European Union (28),AGRA,Raw materials,X,2015,815.479733
ANZ,Australia and New Zealand,IN,India,AG,Agricultural products,X,2015,570.456924
ANZ,Australia and New Zealand,NI4,Four East Asian traders,AG,Agricultural products,X,2015,2432.762358
ANZ,Australia and New Zealand,NI4,Four East Asian traders,AGFO,Food,X,2015,2099.308422
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MINF,-Non--ferrous metals-,X,2015,1466.733244
ANZ,Australia and New Zealand,MEA,Middle East,MACHOC,Other chemicals,X,2015,3164.224902
ANZ,Australia and New Zealand,US,United States of America,AGFOOF,Other food products,X,2015,1103.961254
ANZ,Australia and New Zealand,NI4,Four East Asian traders,MACH,Chemicals,X,2015,9074.309821
ANZ,Australia and New Zealand,E28,European Union (28),MIOR,Ores and other minerals,X,2015,144.69688
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),AGFO,Food,X,2015,237.9384
ANZ,Australia and New Zealand,E28,European Union (28),MACH,Chemicals,X,2015,14531.05204
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MACHOC,Other chemicals,X,2015,862.583637
ANZ,Australia and New Zealand,MEA,Middle East,AGFOOF,Other food products,X,2015,831.666667
ANZ,Australia and New Zealand,MEA,Middle East,AG,Agricultural products,X,2015,1161.471748
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),AG,Agricultural products,X,2015,297.31992
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),AGFOOF,Other food products,X,2015,219.235656
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MINF,-Non--ferrous metals-,X,2015,21.458821
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MIOR,Ores and other minerals,X,2015,1.391039
ANZ,Australia and New Zealand,MEA,Middle East,MINF,-Non--ferrous metals-,X,2015,379.329849
ANZ,Australia and New Zealand,MEA,Middle East,MIOR,Ores and other minerals,X,2015,7.702796
ANZ,Australia and New Zealand,MEA,Middle East,MACH,Chemicals,X,2015,3273.004898
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),AGRA,Raw materials,X,2015,59.38152
ANZ,Australia and New Zealand,MEA,Middle East,MAIS,Iron and steel,X,2015,2604.543062
ANZ,Australia and New Zealand,MEA,Middle East,AGRA,Raw materials,X,2015,264.917154
ANZ,Australia and New Zealand,MEA,Middle East,MIFU,Fuels,X,2015,851.325042
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MAIS,Iron and steel,X,2015,386.676989
ANZ,Australia and New Zealand,IN,India,MIFU,Fuels,X,2015,1320.036121
ANZ,Australia and New Zealand,IN,India,MACH,Chemicals,X,2015,5779.618094
ANZ,Australia and New Zealand,E28,European Union (28),MACHOC,Other chemicals,X,2015,10912.13607
ANZ,Australia and New Zealand,IN,India,MIOR,Ores and other minerals,X,2015,275.75255
ANZ,Australia and New Zealand,E28,European Union (28),MINF,-Non--ferrous metals-,X,2015,714.762702
ANZ,Australia and New Zealand,IN,India,MINF,-Non--ferrous metals-,X,2015,1282.264028
ANZ,Australia and New Zealand,E28,European Union (28),MAIS,Iron and steel,X,2015,2911.266302
ANZ,Australia and New Zealand,E28,European Union (28),AGFO,Food,X,2015,686.499594
ANZ,Australia and New Zealand,MEA,Middle East,AGFO,Food,X,2015,896.554594
ANZ,Australia and New Zealand,E28,European Union (28),AG,Agricultural products,X,2015,1501.979326
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MACH,Chemicals,X,2015,906.019039
ANZ,Australia and New Zealand,IN,India,MAIS,Iron and steel,X,2015,1990.601527
ANZ,Australia and New Zealand,MEA,Middle East,MI,Fuels and mining products,X,2015,1238.357687
ANZ,Australia and New Zealand,E28,European Union (28),MI,Fuels and mining products,X,2015,3596.042164
ANZ,Australia and New Zealand,IN,India,AGFO,Food,X,2015,146.081082
ANZ,Australia and New Zealand,CIS,Commonwealth of Independent States (CIS),MI,Fuels and mining products,X,2015,176.621189
ANZ,Australia and New Zealand,OAF,Other Africa,AGRA,Raw materials,X,2015,193.587653
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MACHOC,Other chemicals,X,2015,234.25606
ANZ,Australia and New Zealand,NAX,North America,MACHOC,Other chemicals,X,2015,8717.665918
ANZ,Australia and New Zealand,OAF,Other Africa,MI,Fuels and mining products,X,2015,1583.43647
ANZ,Australia and New Zealand,BR,Brazil,MACH,Chemicals,X,2015,1091.847072
ANZ,Australia and New Zealand,NAX,North America,AG,Agricultural products,X,2015,2367.436605
ANZ,Australia and New Zealand,BR,Brazil,AG,Agricultural products,X,2015,86.926381
ANZ,Australia and New Zealand,OAF,Other Africa,MACHOC,Other chemicals,X,2015,1685.896905
ANZ,Australia and New Zealand,OAF,Other Africa,AGFO,Food,X,2015,305.111014
ANZ,Australia and New Zealand,BR,Brazil,MI,Fuels and mining products,X,2015,51.167844
ANZ,Australia and New Zealand,OAF,Other Africa,MIOR,Ores and other minerals,X,2015,2.792822
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MIFU,Fuels,X,2015,30.114329
ANZ,Australia and New Zealand,BR,Brazil,AGFO,Food,X,2015,26.963777
ANZ,Australia and New Zealand,NAX,North America,MAIS,Iron and steel,X,2015,6376.144033
ANZ,Australia and New Zealand,NAX,North America,MIFU,Fuels,X,2015,4134.581328
ANZ,Australia and New Zealand,BR,Brazil,MIFU,Fuels,X,2015,14.521346
ANZ,Australia and New Zealand,NAX,North America,MINF,-Non--ferrous metals-,X,2015,1125.290538
ANZ,Australia and New Zealand,NAX,North America,MIOR,Ores and other minerals,X,2015,149.995626
ANZ,Australia and New Zealand,ZA,South Africa,AGFOOF,Other food products,X,2015,49.15185
ANZ,Australia and New Zealand,NAX,North America,MACH,Chemicals,X,2015,10299.19724
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MINF,-Non--ferrous metals-,X,2015,11.381812
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),AGFO,Food,X,2015,63.093031
ANZ,Australia and New Zealand,ZA,South Africa,MIFU,Fuels,X,2015,792.911467
ANZ,Australia and New Zealand,NAX,North America,AGFO,Food,X,2015,1617.734138
ANZ,Australia and New Zealand,BR,Brazil,MINF,-Non--ferrous metals-,X,2015,33.69753
ANZ,Australia and New Zealand,OAF,Other Africa,AG,Agricultural products,X,2015,498.698667
ANZ,Australia and New Zealand,ZA,South Africa,AGRA,Raw materials,X,2015,29.978869
ANZ,Australia and New Zealand,BR,Brazil,MIOR,Ores and other minerals,X,2015,2.948968
ANZ,Australia and New Zealand,OAF,Other Africa,AGFOOF,Other food products,X,2015,182.609731
ANZ,Australia and New Zealand,OAF,Other Africa,MAIS,Iron and steel,X,2015,392.743087
ANZ,Australia and New Zealand,OAF,Other Africa,MINF,-Non--ferrous metals-,X,2015,74.587262
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MACH,Chemicals,X,2015,256.990283
ANZ,Australia and New Zealand,ZA,South Africa,AG,Agricultural products,X,2015,96.88159
ANZ,Australia and New Zealand,NAX,North America,AGRA,Raw materials,X,2015,749.702467
ANZ,Australia and New Zealand,NAX,North America,MI,Fuels and mining products,X,2015,5409.867492
ANZ,Australia and New Zealand,ZA,South Africa,MI,Fuels and mining products,X,2015,857.01912
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MAIS,Iron and steel,X,2015,132.36407
ANZ,Australia and New Zealand,BR,Brazil,AGRA,Raw materials,X,2015,59.962604
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MIOR,Ores and other minerals,X,2015,0.394
ANZ,Australia and New Zealand,ZA,South Africa,MACH,Chemicals,X,2015,358.352942
ANZ,Australia and New Zealand,OAF,Other Africa,MACH,Chemicals,X,2015,1748.665251
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),MI,Fuels and mining products,X,2015,41.890141
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),AGRA,Raw materials,X,2015,7.32836
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),AGFOOF,Other food products,X,2015,60.326554
ANZ,Australia and New Zealand,BR,Brazil,MAIS,Iron and steel,X,2015,186.281019
ANZ,Australia and New Zealand,BR,Brazil,MACHOC,Other chemicals,X,2015,937.470243
ANZ,Australia and New Zealand,NAX,North America,AGFOOF,Other food products,X,2015,1268.852461
ANZ,Australia and New Zealand,ZA,South Africa,MACHOC,Other chemicals,X,2015,350.768429
ANZ,Australia and New Zealand,ZA,South Africa,MIOR,Ores and other minerals,X,2015,2.916259
ANZ,Australia and New Zealand,BR,Brazil,AGFOOF,Other food products,X,2015,20.228569
ANZ,Australia and New Zealand,CIO,Other CIS (CIS11),AG,Agricultural products,X,2015,70.421391
ANZ,Australia and New Zealand,ZA,South Africa,MAIS,Iron and steel,X,2015,99.795618
ANZ,Australia and New Zealand,ZA,South Africa,AGFO,Food,X,2015,66.902721
ANZ,Australia and New Zealand,ZA,South Africa,MINF,-Non--ferrous metals-,X,2015,61.191393
ANZ,Australia and New Zealand,OAF,Other Africa,MIFU,Fuels,X,2015,1506.056386
ANZ,Australia and New Zealand,JP,Japan,MACH,Chemicals,X,2015,7552.055152
ANZ,Australia and New Zealand,JP,Japan,AG,Agricultural products,X,2015,3827.096859
ANZ,Australia and New Zealand,JP,Japan,AGFOOF,Other food products,X,2015,2261.061034
ANZ,Australia and New Zealand,JP,Japan,MIFU,Fuels,X,2015,4024.491589
ANZ,Australia and New Zealand,JP,Japan,MI,Fuels and mining products,X,2015,6396.388484
ANZ,Australia and New Zealand,JP,Japan,MINF,-Non--ferrous metals-,X,2015,1753.852194
ANZ,Australia and New Zealand,JP,Japan,MIOR,Ores and other minerals,X,2015,618.044701
ANZ,Australia and New Zealand,JP,Japan,AGRA,Raw materials,X,2015,567.270249
ANZ,Australia and New Zealand,JP,Japan,MAIS,Iron and steel,X,2015,2850.155116
ANZ,Australia and New Zealand,JP,Japan,MACHOC,Other chemicals,X,2015,6269.590143
ANZ,Australia and New Zealand,JP,Japan,AGFO,Food,X,2015,3259.82661
ANZ,Australia and New Zealand,CN,China,AG,Agricultural products,X,2015,5172.697492
ANZ,Australia and New Zealand,CN,China,MACH,Chemicals,X,2015,51643.88044
ANZ,Australia and New Zealand,ASI,Asia,AGFO,Food,X,2015,17285.86172
ANZ,Australia and New Zealand,CN,China,AGFO,Food,X,2015,3113.11767
ANZ,Australia and New Zealand,US,United States of America,MACHOC,Other chemicals,X,2015,7185.486748
ANZ,Australia and New Zealand,ASI,Asia,AG,Agricultural products,X,2015,23367.22367
ANZ,Australia and New Zealand,MX,Mexico,MIFU,Fuels,X,2015,94.029272
ANZ,Australia and New Zealand,ASI,Asia,MACH,Chemicals,X,2015,102043.2614
ANZ,Australia and New Zealand,CN,China,MIFU,Fuels,X,2015,11110.41547
ANZ,Australia and New Zealand,CN,China,AGFOOF,Other food products,X,2015,2542.247059
ANZ,Australia and New Zealand,CN,China,AGRA,Raw materials,X,2015,2059.579821
ANZ,Australia and New Zealand,CN,China,MI,Fuels and mining products,X,2015,17957.07845
ANZ,Australia and New Zealand,US,United States of America,MI,Fuels and mining products,X,2015,5144.085729
ANZ,Australia and New Zealand,CN,China,MACHOC,Other chemicals,X,2015,50652.79956
ANZ,Australia and New Zealand,US,United States of America,MACH,Chemicals,X,2015,8653.47431
ANZ,Australia and New Zealand,CN,China,MINF,-Non--ferrous metals-,X,2015,6053.586858
ANZ,Australia and New Zealand,CN,China,MIOR,Ores and other minerals,X,2015,793.076123
ANZ,Australia and New Zealand,US,United States of America,MIFU,Fuels,X,2015,3941.303797
ANZ,Australia and New Zealand,CN,China,MAIS,Iron and steel,X,2015,5043.26645
ANZ,Australia and New Zealand,MX,Mexico,AGFO,Food,X,2015,24.371445
ANZ,Australia and New Zealand,MX,Mexico,MINF,-Non--ferrous metals-,X,2015,26.212721
ANZ,Australia and New Zealand,US,United States of America,MINF,-Non--ferrous metals-,X,2015,1066.999816
ANZ,Australia and New Zealand,US,United States of America,MAIS,Iron and steel,X,2015,4365.788094
ANZ,Australia and New Zealand,MX,Mexico,MACHOC,Other chemicals,X,2015,1092.920542
ANZ,Australia and New Zealand,US,United States of America,MIOR,Ores and other minerals,X,2015,135.782116
ANZ,Australia and New Zealand,MX,Mexico,AGRA,Raw materials,X,2015,64.650181
ANZ,Australia and New Zealand,US,United States of America,AGRA,Raw materials,X,2015,615.691373
ANZ,Australia and New Zealand,MX,Mexico,MI,Fuels and mining products,X,2015,127.66609
ANZ,Australia and New Zealand,US,United States of America,AGFO,Food,X,2015,1411.236266
ANZ,Australia and New Zealand,ASI,Asia,MAIS,Iron and steel,X,2015,20148.40474
ANZ,Australia and New Zealand,CSC,South and Central America,MIFU,Fuels,X,2015,356.123138
ANZ,Australia and New Zealand,OAS,Other Asia,MACH,Chemicals,X,2015,25823.1243
ANZ,Australia and New Zealand,CSC,South and Central America,AGFO,Food,X,2015,223.470148
ANZ,Australia and New Zealand,CSC,South and Central America,MAIS,Iron and steel,X,2015,814.280033
ANZ,Australia and New Zealand,CSC,South and Central America,MIOR,Ores and other minerals,X,2015,3.430517
ANZ,Australia and New Zealand,CSC,South and Central America,MINF,-Non--ferrous metals-,X,2015,62.563387
ANZ,Australia and New Zealand,OAS,Other Asia,AGFOOF,Other food products,X,2015,6452.914188
ANZ,Australia and New Zealand,CSC,South and Central America,MACHOC,Other chemicals,X,2015,4081.760957
ANZ,Australia and New Zealand,CSC,South and Central America,MI,Fuels and mining products,X,2015,422.117042
ANZ,Australia and New Zealand,OAS,Other Asia,AGRA,Raw materials,X,2015,2614.55449
ANZ,Australia and New Zealand,OAS,Other Asia,MI,Fuels and mining products,X,2015,42136.41647
ANZ,Australia and New Zealand,OAS,Other Asia,AGFO,Food,X,2015,7269.480979
ANZ,Australia and New Zealand,OAS,Other Asia,MIFU,Fuels,X,2015,36941.16701
ANZ,Australia and New Zealand,OAS,Other Asia,MACHOC,Other chemicals,X,2015,24580.73938
ANZ,Australia and New Zealand,OAS,Other Asia,MINF,-Non--ferrous metals-,X,2015,4539.922933
ANZ,Australia and New Zealand,OAS,Other Asia,MAIS,Iron and steel,X,2015,8204.137936
ANZ,Australia and New Zealand,OAS,Other Asia,MIOR,Ores and other minerals,X,2015,655.326531
ANZ,Australia and New Zealand,CSC,South and Central America,AGFOOF,Other food products,X,2015,185.419032
ANZ,Australia and New Zealand,CSC,South and Central America,AGRA,Raw materials,X,2015,174.456738
ANZ,Australia and New Zealand,CSC,South and Central America,AG,Agricultural products,X,2015,397.926886
ANZ,Australia and New Zealand,ASI,Asia,MIOR,Ores and other minerals,X,2015,2833.66527
ANZ,Australia and New Zealand,ASI,Asia,MINF,-Non--ferrous metals-,X,2015,15335.14556
ANZ,Australia and New Zealand,EUR,Europe,MI,Fuels and mining products,X,2015,3748.437619
