Reporter_code,Reporter_description,Partner_code,Partner_description,Indicator_code,Indicator_description,Flow_Code,Year,Value (million US)
G23,Andean Community,ZA,South Africa,MIOR,Ores and other minerals,X,2015,179.926448
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MAIS,Iron and steel,X,2015,2234.407523
G23,Andean Community,ZA,South Africa,AG,Agricultural products,X,2015,2016.921739
G23,Andean Community,ZA,South Africa,AGRA,Raw materials,X,2015,306.408105
G23,Andean Community,ZA,South Africa,MACH,Chemicals,X,2015,2813.372446
G23,Andean Community,ZA,South Africa,MACHOC,Other chemicals,X,2015,2208.929712
G23,Andean Community,BR,Brazil,AG,Agricultural products,X,2015,1753.765124
G23,Andean Community,ZA,South Africa,AGFOOF,Other food products,X,2015,1489.005419
G23,Andean Community,ZA,South Africa,MINF,-Non--ferrous metals-,X,2015,328.308991
G23,Andean Community,BR,Brazil,MACHOC,Other chemicals,X,2015,5699.03329
G23,Andean Community,CIO,Other CIS (CIS11),MACHOC,Other chemicals,X,2015,1597.440741
G23,Andean Community,CIO,Other CIS (CIS11),AG,Agricultural products,X,2015,1975.846814
G23,Andean Community,NAX,North America,MIOR,Ores and other minerals,X,2015,1815.877624
G23,Andean Community,NAX,North America,MINF,-Non--ferrous metals-,X,2015,6963.753564
G23,Andean Community,NAX,North America,MAIS,Iron and steel,X,2015,18442.32135
G23,Andean Community,NAX,North America,MI,Fuels and mining products,X,2015,19338.97372
G23,Andean Community,CIO,Other CIS (CIS11),MAIS,Iron and steel,X,2015,1138.541419
G23,Andean Community,NAX,North America,MACHOC,Other chemicals,X,2015,40110.33256
G23,Andean Community,CIO,Other CIS (CIS11),MINF,-Non--ferrous metals-,X,2015,135.607679
G23,Andean Community,NAX,North America,AGRA,Raw materials,X,2015,5955.619068
G23,Andean Community,CIO,Other CIS (CIS11),AGFOOF,Other food products,X,2015,1754.876977
G23,Andean Community,ZA,South Africa,MI,Fuels and mining products,X,2015,2410.029302
G23,Andean Community,NAX,North America,MACH,Chemicals,X,2015,51236.33496
G23,Andean Community,ZA,South Africa,MIFU,Fuels,X,2015,1901.793862
G23,Andean Community,ZA,South Africa,MAIS,Iron and steel,X,2015,860.426629
G23,Andean Community,NAX,North America,AGFO,Food,X,2015,36922.39845
G23,Andean Community,CIO,Other CIS (CIS11),AGFO,Food,X,2015,1880.106535
G23,Andean Community,NAX,North America,MIFU,Fuels,X,2015,10559.34254
G23,Andean Community,NAX,North America,AG,Agricultural products,X,2015,42878.01752
G23,Andean Community,CIO,Other CIS (CIS11),MIFU,Fuels,X,2015,301.521171
G23,Andean Community,CIO,Other CIS (CIS11),MI,Fuels and mining products,X,2015,471.561343
G23,Andean Community,CIO,Other CIS (CIS11),MACH,Chemicals,X,2015,1954.461286
G23,Andean Community,NAX,North America,AGFOOF,Other food products,X,2015,24845.7263
G23,Andean Community,CIO,Other CIS (CIS11),AGRA,Raw materials,X,2015,95.740279
G23,Andean Community,CIO,Other CIS (CIS11),MIOR,Ores and other minerals,X,2015,34.432493
G23,Andean Community,AFR,Africa,AGFO,Food,X,2015,18983.62356
G23,Andean Community,AFR,Africa,MAIS,Iron and steel,X,2015,7562.166586
G23,Andean Community,AFR,Africa,AGFOOF,Other food products,X,2015,17391.94491
G23,Andean Community,AFR,Africa,AGRA,Raw materials,X,2015,1399.591297
G23,Andean Community,AFR,Africa,AG,Agricultural products,X,2015,20383.21486
G23,Andean Community,AFR,Africa,MINF,-Non--ferrous metals-,X,2015,1666.882404
G23,Andean Community,AFR,Africa,MIOR,Ores and other minerals,X,2015,406.678285
G23,Andean Community,AFR,Africa,MIFU,Fuels,X,2015,9758.484809
G23,Andean Community,AFR,Africa,MACHOC,Other chemicals,X,2015,11448.00111
G23,Andean Community,AFR,Africa,MI,Fuels and mining products,X,2015,11832.0455
G23,Andean Community,AFR,Africa,MACH,Chemicals,X,2015,15700.02661
G23,Andean Community,OAS,Other Asia,MIOR,Ores and other minerals,X,2015,4390.833446
G23,Andean Community,US,United States of America,MI,Fuels and mining products,X,2015,16690.23407
G23,Andean Community,CN,China,AGFOOF,Other food products,X,2015,24066.20854
G23,Andean Community,OAS,Other Asia,AGRA,Raw materials,X,2015,11449.14059
G23,Andean Community,US,United States of America,AGFO,Food,X,2015,31927.41284
G23,Andean Community,CN,China,MACHOC,Other chemicals,X,2015,79120.44549
G23,Andean Community,US,United States of America,MINF,-Non--ferrous metals-,X,2015,5528.304238
G23,Andean Community,US,United States of America,MACHOC,Other chemicals,X,2015,33835.43187
G23,Andean Community,OAS,Other Asia,AG,Agricultural products,X,2015,77323.08927
G23,Andean Community,US,United States of America,MAIS,Iron and steel,X,2015,12516.25898
G23,Andean Community,CN,China,AGRA,Raw materials,X,2015,18988.7461
G23,Andean Community,OAS,Other Asia,MACHOC,Other chemicals,X,2015,72437.04779
G23,Andean Community,US,United States of America,AGFOOF,Other food products,X,2015,21464.30993
G23,Andean Community,US,United States of America,MIOR,Ores and other minerals,X,2015,1493.359226
G23,Andean Community,CN,China,AG,Agricultural products,X,2015,45557.44619
G23,Andean Community,US,United States of America,MIFU,Fuels,X,2015,9668.570607
G23,Andean Community,EUR,Europe,AGRA,Raw materials,X,2015,8388.467873
G23,Andean Community,CN,China,MACH,Chemicals,X,2015,81219.85561
G23,Andean Community,CSC,South and Central America,MAIS,Iron and steel,X,2015,6957.996345
G23,Andean Community,EUR,Europe,MIFU,Fuels,X,2015,12859.69472
G23,Andean Community,CSC,South and Central America,MINF,-Non--ferrous metals-,X,2015,1039.735135
G23,Andean Community,EUR,Europe,MAIS,Iron and steel,X,2015,17433.25944
G23,Andean Community,EUR,Europe,MI,Fuels and mining products,X,2015,22270.78233
G23,Andean Community,EUR,Europe,AGFOOF,Other food products,X,2015,29090.29194
G23,Andean Community,CSC,South and Central America,MIOR,Ores and other minerals,X,2015,192.857982
G23,Andean Community,CSC,South and Central America,AGFO,Food,X,2015,4102.713541
G23,Andean Community,CSC,South and Central America,MACH,Chemicals,X,2015,17526.4971
G23,Andean Community,CSC,South and Central America,AGRA,Raw materials,X,2015,1074.959512
G23,Andean Community,CSC,South and Central America,MI,Fuels and mining products,X,2015,5559.783826
G23,Andean Community,CSC,South and Central America,AGFOOF,Other food products,X,2015,3159.983213
G23,Andean Community,CSC,South and Central America,MACHOC,Other chemicals,X,2015,15417.21855
G23,Andean Community,CSC,South and Central America,AG,Agricultural products,X,2015,5177.673053
G23,Andean Community,CSC,South and Central America,MIFU,Fuels,X,2015,4327.19071
G23,Andean Community,EUR,Europe,MINF,-Non--ferrous metals-,X,2015,6647.711552
G23,Andean Community,OAS,Other Asia,MAIS,Iron and steel,X,2015,38855.64485
G23,Andean Community,OAS,Other Asia,MINF,-Non--ferrous metals-,X,2015,19207.67401
G23,Andean Community,CN,China,MI,Fuels and mining products,X,2015,91049.4212
G23,Andean Community,EUR,Europe,AG,Agricultural products,X,2015,44723.39897
G23,Andean Community,CN,China,MIFU,Fuels,X,2015,31373.38947
G23,Andean Community,OAS,Other Asia,MACH,Chemicals,X,2015,77880.50094
G23,Andean Community,OAS,Other Asia,AGFOOF,Other food products,X,2015,58282.08968
G23,Andean Community,OAS,Other Asia,MI,Fuels and mining products,X,2015,94611.57174
G23,Andean Community,OAS,Other Asia,MIFU,Fuels,X,2015,71013.06429
G23,Andean Community,US,United States of America,AGRA,Raw materials,X,2015,5141.730615
G23,Andean Community,CN,China,MIOR,Ores and other minerals,X,2015,45468.02589
G23,Andean Community,OAS,Other Asia,AGFO,Food,X,2015,65873.94867
G23,Andean Community,EUR,Europe,MIOR,Ores and other minerals,X,2015,2763.376055
G23,Andean Community,EUR,Europe,AGFO,Food,X,2015,36334.9311
G23,Andean Community,CN,China,AGFO,Food,X,2015,26568.7001
G23,Andean Community,EUR,Europe,MACHOC,Other chemicals,X,2015,48417.91293
G23,Andean Community,EUR,Europe,MACH,Chemicals,X,2015,60278.49159
G23,Andean Community,CN,China,MINF,-Non--ferrous metals-,X,2015,14208.00584
G23,Andean Community,CN,China,MAIS,Iron and steel,X,2015,10409.40095
G23,Andean Community,US,United States of America,MACH,Chemicals,X,2015,44092.27367
G23,Andean Community,IN,India,MACH,Chemicals,X,2015,22635.63017
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MIOR,Ores and other minerals,X,2015,152.212739
G23,Andean Community,MEA,Middle East,AGFOOF,Other food products,X,2015,18986.81174
G23,Andean Community,IN,India,AGFO,Food,X,2015,9639.042049
G23,Andean Community,IN,India,MIOR,Ores and other minerals,X,2015,2791.871765
G23,Andean Community,MEA,Middle East,MINF,-Non--ferrous metals-,X,2015,2761.287742
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MIFU,Fuels,X,2015,697.713669
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),AGFO,Food,X,2015,6186.682425
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MACHOC,Other chemicals,X,2015,4713.762228
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),AG,Agricultural products,X,2015,6683.831682
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),AGFOOF,Other food products,X,2015,5340.861567
G23,Andean Community,MEA,Middle East,AGFO,Food,X,2015,20585.53769
G23,Andean Community,MEA,Middle East,MACH,Chemicals,X,2015,13154.66875
G23,Andean Community,MEA,Middle East,MI,Fuels and mining products,X,2015,14200.39557
G23,Andean Community,IN,India,AGFOOF,Other food products,X,2015,9591.851496
G23,Andean Community,IN,India,MI,Fuels and mining products,X,2015,20393.27868
G23,Andean Community,IN,India,MIFU,Fuels,X,2015,13684.10638
G23,Andean Community,IN,India,MAIS,Iron and steel,X,2015,7038.411352
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),AGRA,Raw materials,X,2015,497.149257
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MACH,Chemicals,X,2015,5586.316229
G23,Andean Community,IN,India,MINF,-Non--ferrous metals-,X,2015,3917.300535
G23,Andean Community,MEA,Middle East,MAIS,Iron and steel,X,2015,12342.41621
G23,Andean Community,CIS,Commonwealth of Independent States (CIS),MI,Fuels and mining products,X,2015,1258.239531
G23,Andean Community,NI4,Four East Asian traders,AGFOOF,Other food products,X,2015,24491.78945
G23,Andean Community,E28,European Union (28),MACHOC,Other chemicals,X,2015,42073.99584
G23,Andean Community,E28,European Union (28),MAIS,Iron and steel,X,2015,14030.41143
G23,Andean Community,NI4,Four East Asian traders,MIFU,Fuels,X,2015,67149.89667
G23,Andean Community,E28,European Union (28),MINF,-Non--ferrous metals-,X,2015,5983.531964
G23,Andean Community,NI4,Four East Asian traders,AGFO,Food,X,2015,31051.9623
G23,Andean Community,NI4,Four East Asian traders,MINF,-Non--ferrous metals-,X,2015,14440.82384
G23,Andean Community,MEA,Middle East,MIOR,Ores and other minerals,X,2015,1404.485329
G23,Andean Community,NI4,Four East Asian traders,MI,Fuels and mining products,X,2015,91426.0402
G23,Andean Community,NI4,Four East Asian traders,AGRA,Raw materials,X,2015,5065.11612
G23,Andean Community,US,United States of America,AG,Agricultural products,X,2015,37069.14346
G23,Andean Community,MEA,Middle East,MACHOC,Other chemicals,X,2015,12181.01451
G23,Andean Community,E28,European Union (28),MACH,Chemicals,X,2015,52333.52494
G23,Andean Community,E28,European Union (28),AGFO,Food,X,2015,34343.37948
G23,Andean Community,MEA,Middle East,AG,Agricultural products,X,2015,21946.79343
G23,Andean Community,E28,European Union (28),MIOR,Ores and other minerals,X,2015,2645.80712
G23,Andean Community,NI4,Four East Asian traders,MACH,Chemicals,X,2015,49571.99596
G23,Andean Community,E28,European Union (28),AG,Agricultural products,X,2015,41464.05633
G23,Andean Community,NI4,Four East Asian traders,MIOR,Ores and other minerals,X,2015,9835.319693
G23,Andean Community,E28,European Union (28),MIFU,Fuels,X,2015,10221.1514
G23,Andean Community,NI4,Four East Asian traders,MAIS,Iron and steel,X,2015,17294.26597
G23,Andean Community,IN,India,AG,Agricultural products,X,2015,13260.19733
G23,Andean Community,E28,European Union (28),AGRA,Raw materials,X,2015,7120.676859
G23,Andean Community,E28,European Union (28),MI,Fuels and mining products,X,2015,18850.49049
G23,Andean Community,IN,India,AGRA,Raw materials,X,2015,3621.155276
G23,Andean Community,IN,India,MACHOC,Other chemicals,X,2015,21009.76306
G23,Andean Community,NI4,Four East Asian traders,MACHOC,Other chemicals,X,2015,47307.7923
G23,Andean Community,NI4,Four East Asian traders,AG,Agricultural products,X,2015,36117.07842
G23,Andean Community,MEA,Middle East,MIFU,Fuels,X,2015,10034.6225
G23,Andean Community,MEA,Middle East,AGRA,Raw materials,X,2015,1361.255738
G23,Andean Community,E28,European Union (28),AGFOOF,Other food products,X,2015,27371.81508
G23,Andean Community,ANZ,Australia and New Zealand,AGRA,Raw materials,X,2015,900.344471
G23,Andean Community,RU,Russian Federation,MAIS,Iron and steel,X,2015,1095.866105
G23,Andean Community,MX,Mexico,MI,Fuels and mining products,X,2015,1306.278249
G23,Andean Community,OEU,Other Europe,AGFO,Food,X,2015,1991.551622
G23,Andean Community,ANZ,Australia and New Zealand,AGFO,Food,X,2015,9210.186426
G23,Andean Community,ANZ,Australia and New Zealand,MIOR,Ores and other minerals,X,2015,266.898047
G23,Andean Community,OEU,Other Europe,MINF,-Non--ferrous metals-,X,2015,664.179587
G23,Andean Community,ANZ,Australia and New Zealand,MAIS,Iron and steel,X,2015,3687.337334
G23,Andean Community,ANZ,Australia and New Zealand,MI,Fuels and mining products,X,2015,25025.45253
G23,Andean Community,ANZ,Australia and New Zealand,MIFU,Fuels,X,2015,21418.85831
G23,Andean Community,ANZ,Australia and New Zealand,MINF,-Non--ferrous metals-,X,2015,3339.696176
G23,Andean Community,MX,Mexico,MINF,-Non--ferrous metals-,X,2015,771.680077
G23,Andean Community,OEU,Other Europe,MIFU,Fuels,X,2015,2638.543315
G23,Andean Community,MX,Mexico,MAIS,Iron and steel,X,2015,3780.227181
G23,Andean Community,ANZ,Australia and New Zealand,AGFOOF,Other food products,X,2015,7796.729092
G23,Andean Community,RU,Russian Federation,AGFOOF,Other food products,X,2015,3585.984591
G23,Andean Community,MX,Mexico,AGFOOF,Other food products,X,2015,757.528336
G23,Andean Community,MX,Mexico,MIFU,Fuels,X,2015,490.347402
G23,Andean Community,OEU,Other Europe,MAIS,Iron and steel,X,2015,3402.848007
G23,Andean Community,RU,Russian Federation,MIOR,Ores and other minerals,X,2015,117.780246
G23,Andean Community,ASI,Asia,AGFOOF,Other food products,X,2015,143386.3034
G23,Andean Community,MX,Mexico,MIOR,Ores and other minerals,X,2015,44.25077
G23,Andean Community,OEU,Other Europe,MACHOC,Other chemicals,X,2015,6343.917092
G23,Andean Community,ANZ,Australia and New Zealand,AG,Agricultural products,X,2015,10110.5309
G23,Andean Community,RU,Russian Federation,MIFU,Fuels,X,2015,396.192498
G23,Andean Community,RU,Russian Federation,MACHOC,Other chemicals,X,2015,3116.321487
G23,Andean Community,RU,Russian Federation,MI,Fuels and mining products,X,2015,786.678188
G23,Andean Community,ANZ,Australia and New Zealand,MACHOC,Other chemicals,X,2015,8386.716342
G23,Andean Community,OEU,Other Europe,AG,Agricultural products,X,2015,3259.342637
G23,Andean Community,MX,Mexico,MACH,Chemicals,X,2015,4242.522124
G23,Andean Community,ASI,Asia,MIFU,Fuels,X,2015,250121.199
G23,Andean Community,MX,Mexico,AGFO,Food,X,2015,1256.394598
G23,Andean Community,RU,Russian Federation,AGFO,Food,X,2015,4306.57589
G23,Andean Community,ASI,Asia,MI,Fuels and mining products,X,2015,385380.1073
G23,Andean Community,RU,Russian Federation,AGRA,Raw materials,X,2015,401.408978
G23,Andean Community,OEU,Other Europe,MIOR,Ores and other minerals,X,2015,117.568935
G23,Andean Community,RU,Russian Federation,MINF,-Non--ferrous metals-,X,2015,272.705445
G23,Andean Community,RU,Russian Federation,AG,Agricultural products,X,2015,4707.984868
G23,Andean Community,MX,Mexico,AGRA,Raw materials,X,2015,369.02007
G23,Andean Community,RU,Russian Federation,MACH,Chemicals,X,2015,3631.854944
G23,Andean Community,ASI,Asia,MAIS,Iron and steel,X,2015,82621.00589
G23,Andean Community,ASI,Asia,AGRA,Raw materials,X,2015,44921.50181
G23,Andean Community,OEU,Other Europe,MACH,Chemicals,X,2015,7944.966653
G23,Andean Community,ASI,Asia,MINF,-Non--ferrous metals-,X,2015,61070.56631
G23,Andean Community,ASI,Asia,MACHOC,Other chemicals,X,2015,249511.4603
G23,Andean Community,ANZ,Australia and New Zealand,MACH,Chemicals,X,2015,10042.801
G23,Andean Community,ASI,Asia,AG,Agricultural products,X,2015,215530.7163
G23,Andean Community,OEU,Other Europe,MI,Fuels and mining products,X,2015,3420.291837
G23,Andean Community,OEU,Other Europe,AGFOOF,Other food products,X,2015,1718.476866
G23,Andean Community,ASI,Asia,MIOR,Ores and other minerals,X,2015,74188.3419
G23,Andean Community,MX,Mexico,AG,Agricultural products,X,2015,1625.414669
G23,Andean Community,MX,Mexico,MACHOC,Other chemicals,X,2015,3872.808286
G23,Andean Community,OEU,Other Europe,AGRA,Raw materials,X,2015,1267.791015
G23,Andean Community,ASI,Asia,MACH,Chemicals,X,2015,264635.0782
G23,Andean Community,ASI,Asia,AGFO,Food,X,2015,170609.2145
AR,Argentina,ANZ,Australia and New Zealand,MACHOC,Other chemicals,X,2015,830.271872
AR,Argentina,ANZ,Australia and New Zealand,AGFOOF,Other food products,X,2015,3122.494747
AR,Argentina,AFR,Africa,MACHOC,Other chemicals,X,2015,73.38504
AR,Argentina,ANZ,Australia and New Zealand,MAIS,Iron and steel,X,2015,196.475868
AR,Argentina,RU,Russian Federation,AGRA,Raw materials,X,2015,49.332844
AR,Argentina,RU,Russian Federation,MIFU,Fuels,X,2015,0
AR,Argentina,ANZ,Australia and New Zealand,MIOR,Ores and other minerals,X,2015,71.379145
AR,Argentina,ANZ,Australia and New Zealand,MACH,Chemicals,X,2015,1158.928042
AR,Argentina,ANZ,Australia and New Zealand,AGRA,Raw materials,X,2015,304.103516
AR,Argentina,ANZ,Australia and New Zealand,MINF,-Non--ferrous metals-,X,2015,231.79599
AR,Argentina,ANZ,Australia and New Zealand,AGFO,Food,X,2015,3292.317816
AR,Argentina,ANZ,Australia and New Zealand,MIFU,Fuels,X,2015,643.608382
AR,Argentina,AFR,Africa,MAIS,Iron and steel,X,2015,14.656547
AR,Argentina,OEU,Other Europe,MACHOC,Other chemicals,X,2015,12.944287
AR,Argentina,AFR,Africa,AG,Agricultural products,X,2015,2387.707646
AR,Argentina,ANZ,Australia and New Zealand,MI,Fuels and mining products,X,2015,946.783517
AR,Argentina,ANZ,Australia and New Zealand,AG,Agricultural products,X,2015,3596.421333
AR,Argentina,AFR,Africa,MIOR,Ores and other minerals,X,2015,243.070695
AR,Argentina,RU,Russian Federation,AG,Agricultural products,X,2015,347.965913
AR,Argentina,AFR,Africa,MINF,-Non--ferrous metals-,X,2015,32.508496
AR,Argentina,AFR,Africa,AGFO,Food,X,2015,2208.364541
AR,Argentina,RU,Russian Federation,MAIS,Iron and steel,X,2015,0.084252
AR,Argentina,RU,Russian Federation,AGFO,Food,X,2015,298.63307
AR,Argentina,RU,Russian Federation,MINF,-Non--ferrous metals-,X,2015,0.271072
AR,Argentina,RU,Russian Federation,AGFOOF,Other food products,X,2015,287.27507
AR,Argentina,AFR,Africa,AGFOOF,Other food products,X,2015,2157.114337
AR,Argentina,RU,Russian Federation,MIOR,Ores and other minerals,X,2015,1.218742
AR,Argentina,AFR,Africa,MI,Fuels and mining products,X,2015,423.250499
AR,Argentina,AFR,Africa,MIFU,Fuels,X,2015,147.671308
AR,Argentina,AFR,Africa,AGRA,Raw materials,X,2015,179.343105
AR,Argentina,RU,Russian Federation,MACHOC,Other chemicals,X,2015,27.900825
AR,Argentina,OEU,Other Europe,AGFOOF,Other food products,X,2015,197.332044
AR,Argentina,RU,Russian Federation,MACH,Chemicals,X,2015,31.842488
AR,Argentina,OEU,Other Europe,MINF,-Non--ferrous metals-,X,2015,98.017894
AR,Argentina,RU,Russian Federation,MI,Fuels and mining products,X,2015,1.489814
AR,Argentina,AFR,Africa,MACH,Chemicals,X,2015,95.862869
AR,Argentina,CIO,Other CIS (CIS11),AGRA,Raw materials,X,2015,0.192602
AR,Argentina,CIO,Other CIS (CIS11),MAIS,Iron and steel,X,2015,0.169409
AR,Argentina,BR,Brazil,MI,Fuels and mining products,X,2015,719.34504
AR,Argentina,BR,Brazil,MINF,-Non--ferrous metals-,X,2015,8.259231
AR,Argentina,CIO,Other CIS (CIS11),AGFOOF,Other food products,X,2015,79.473702
AR,Argentina,NAX,North America,AG,Agricultural products,X,2015,7662.796606
AR,Argentina,BR,Brazil,MIFU,Fuels,X,2015,656.259577
AR,Argentina,BR,Brazil,AGRA,Raw materials,X,2015,2.016088
AR,Argentina,BR,Brazil,MACHOC,Other chemicals,X,2015,48.214319
AR,Argentina,NAX,North America,MACH,Chemicals,X,2015,1385.351243
AR,Argentina,NAX,North America,AGFOOF,Other food products,X,2015,7187.056853
AR,Argentina,BR,Brazil,AG,Agricultural products,X,2015,48.690401
AR,Argentina,BR,Brazil,MAIS,Iron and steel,X,2015,0.688367
AR,Argentina,BR,Brazil,MIOR,Ores and other minerals,X,2015,54.826232
AR,Argentina,NAX,North America,MACHOC,Other chemicals,X,2015,1071.275493
AR,Argentina,BR,Brazil,AGFO,Food,X,2015,46.674313
AR,Argentina,BR,Brazil,AGFOOF,Other food products,X,2015,44.076313
AR,Argentina,CIO,Other CIS (CIS11),MACHOC,Other chemicals,X,2015,1.158505
AR,Argentina,ZA,South Africa,AG,Agricultural products,X,2015,290.688956
AR,Argentina,ZA,South Africa,MIOR,Ores and other minerals,X,2015,152.192671
AR,Argentina,ZA,South Africa,MAIS,Iron and steel,X,2015,1.562762
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MI,Fuels and mining products,X,2015,110.328188
AR,Argentina,ZA,South Africa,MACH,Chemicals,X,2015,56.266663
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MIFU,Fuels,X,2015,99.707479
AR,Argentina,CIO,Other CIS (CIS11),MACH,Chemicals,X,2015,2.832313
AR,Argentina,CIS,Commonwealth of Independent States (CIS),AGRA,Raw materials,X,2015,49.525446
AR,Argentina,ZA,South Africa,MIFU,Fuels,X,2015,138.89616
AR,Argentina,CIS,Commonwealth of Independent States (CIS),AG,Agricultural products,X,2015,432.594486
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MACH,Chemicals,X,2015,34.674801
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MAIS,Iron and steel,X,2015,0.253662
AR,Argentina,CIO,Other CIS (CIS11),MIOR,Ores and other minerals,X,2015,8.93325
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MIOR,Ores and other minerals,X,2015,10.151992
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MACHOC,Other chemicals,X,2015,29.05933
AR,Argentina,CIS,Commonwealth of Independent States (CIS),AGFO,Food,X,2015,383.06904
AR,Argentina,ZA,South Africa,MACHOC,Other chemicals,X,2015,39.96938
AR,Argentina,ZA,South Africa,AGFO,Food,X,2015,225.981577
AR,Argentina,CIS,Commonwealth of Independent States (CIS),MINF,-Non--ferrous metals-,X,2015,0.468716
AR,Argentina,CIS,Commonwealth of Independent States (CIS),AGFOOF,Other food products,X,2015,366.748771
AR,Argentina,ZA,South Africa,MI,Fuels and mining products,X,2015,313.459353
AR,Argentina,ZA,South Africa,MINF,-Non--ferrous metals-,X,2015,22.370522
AR,Argentina,NAX,North America,MI,Fuels and mining products,X,2015,1643.82862
AR,Argentina,NAX,North America,MIFU,Fuels,X,2015,428.431122
AR,Argentina,NAX,North America,AGRA,Raw materials,X,2015,307.314461
AR,Argentina,BR,Brazil,MACH,Chemicals,X,2015,59.692201
AR,Argentina,NAX,North America,MIOR,Ores and other minerals,X,2015,786.482698
AR,Argentina,NAX,North America,AGFO,Food,X,2015,7355.482145
AR,Argentina,NAX,North America,MINF,-Non--ferrous metals-,X,2015,428.9148
AR,Argentina,NAX,North America,MAIS,Iron and steel,X,2015,216.924043
AR,Argentina,CIO,Other CIS (CIS11),AG,Agricultural products,X,2015,84.628572
AR,Argentina,CIO,Other CIS (CIS11),AGFO,Food,X,2015,84.43597
AR,Argentina,CIO,Other CIS (CIS11),MINF,-Non--ferrous metals-,X,2015,0.197644
AR,Argentina,CIO,Other CIS (CIS11),MIFU,Fuels,X,2015,99.707479
AR,Argentina,CIO,Other CIS (CIS11),MI,Fuels and mining products,X,2015,108.838374
AR,Argentina,CSC,South and Central America,AG,Agricultural products,X,2015,761.489247
AR,Argentina,OEU,Other Europe,AGFO,Food,X,2015,201.222182
AR,Argentina,ASI,Asia,MIOR,Ores and other minerals,X,2015,48943.47017
AR,Argentina,ASI,Asia,MINF,-Non--ferrous metals-,X,2015,7122.695328
AR,Argentina,ASI,Asia,MACH,Chemicals,X,2015,4777.395777
AR,Argentina,OEU,Other Europe,MAIS,Iron and steel,X,2015,0.095012
AM,Armenia,OEU,Other Europe,MIOR,Ores and other minerals,X,2015,4.939509
AM,Armenia,ASI,Asia,AGFO,Food,X,2015,32144.46224
AM,Armenia,OAS,Other Asia,AG,Agricultural products,X,2015,10392.8724
AM,Armenia,CSC,South and Central America,MIOR,Ores and other minerals,X,2015,61.937724
AM,Armenia,OAS,Other Asia,MACH,Chemicals,X,2015,1403.18865
AM,Armenia,CSC,South and Central America,MIFU,Fuels,X,2015,958.851127
AM,Armenia,CSC,South and Central America,AGRA,Raw materials,X,2015,29.472807
AM,Armenia,OAS,Other Asia,MIFU,Fuels,X,2015,2236.622281
AM,Armenia,OAS,Other Asia,MI,Fuels and mining products,X,2015,5419.186283
AM,Armenia,CSC,South and Central America,MI,Fuels and mining products,X,2015,1049.996676
AM,Armenia,OAS,Other Asia,AGRA,Raw materials,X,2015,842.370239
AM,Armenia,ASI,Asia,MACHOC,Other chemicals,X,2015,3461.618174
AM,Armenia,ASI,Asia,MAIS,Iron and steel,X,2015,454.751548
AM,Armenia,CSC,South and Central America,MACHOC,Other chemicals,X,2015,121.250826
AM,Armenia,ASI,Asia,MI,Fuels and mining products,X,2015,99191.66774
AM,Armenia,CSC,South and Central America,MAIS,Iron and steel,X,2015,3.922365
AM,Armenia,ASI,Asia,AGFOOF,Other food products,X,2015,30418.53898
AM,Armenia,EUR,Europe,AGFOOF,Other food products,X,2015,4175.937981
AM,Armenia,MX,Mexico,MACH,Chemicals,X,2015,99.644262
AM,Armenia,CSC,South and Central America,AGFOOF,Other food products,X,2015,721.359595
AM,Armenia,CSC,South and Central America,AGFO,Food,X,2015,732.01644
AM,Armenia,OAS,Other Asia,MACHOC,Other chemicals,X,2015,1146.202974
AM,Armenia,OAS,Other Asia,AGFO,Food,X,2015,9550.502166
AM,Armenia,MX,Mexico,AGFO,Food,X,2015,199.773018
AM,Armenia,EUR,Europe,MACH,Chemicals,X,2015,949.545325
AM,Armenia,OAS,Other Asia,MINF,-Non--ferrous metals-,X,2015,1921.84967
AM,Armenia,MX,Mexico,MACHOC,Other chemicals,X,2015,95.986693
AM,Armenia,EUR,Europe,MAIS,Iron and steel,X,2015,35.873177
AM,Armenia,MX,Mexico,AG,Agricultural products,X,2015,207.450853
AM,Armenia,OAS,Other Asia,MIOR,Ores and other minerals,X,2015,1260.714331
AM,Armenia,MX,Mexico,AGFOOF,Other food products,X,2015,198.903018
AM,Armenia,CSC,South and Central America,MINF,-Non--ferrous metals-,X,2015,29.207825
AM,Armenia,MX,Mexico,MINF,-Non--ferrous metals-,X,2015,54.415055
AM,Armenia,MX,Mexico,MAIS,Iron and steel,X,2015,0.14648
AM,Armenia,OAS,Other Asia,AGFOOF,Other food products,X,2015,8887.663222
AM,Armenia,MX,Mexico,MIOR,Ores and other minerals,X,2015,20.106692
